dtp_id,h3_r8,h3_r9,coord_valid,has_traffic_light,has_crosswalk,has_unregulated_cross,has_regulated_cross,has_bus_stop,has_roundabout,has_bridge,has_underground_cross,has_school_nearby,has_residential,has_gas_station,has_camera,is_intersection,is_open_road,poi_count_from_data,traffic_lane_amount,dtp_traffic_lane,traffic_area_width,wayside_width,sidewalk_width,center_mall_width,lane_width_m,has_sidewalk,has_center_divider,is_multilane,dtp_lane_normalized,srf_code,tr_area_state_code,cmall_type_code,cut_code,cut_pr_code,distance_to_intersection_m,distance_to_crosswalk_m,distance_to_bus_stop_m,poi_count_100m,poi_count_300m,crossing_density,stop_density,speed_limit,road_class,landuse_type,h3_res,cell_id
533051027,8811aa62e3fffff,8911aa62e33ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,5.0,3.0,210.0,20.0,0.0,10.0,42.0,0,1,1,0.6,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,787.9420854041244,,426.1467283744772,0.0,0.0,0.0,0.0,60.0,service,forest,8,8811aa62e3fffff
533068427,8811aa6265fffff,8911aa62647ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1,0,2,2.0,1.0,80.0,0.0,35.0,0.0,40.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,186.07701678223168,,86.5403301093853,1.0,7.0,0.0,4.0,60.0,footway,industrial,8,8811aa6265fffff
533026227,8811aa45b5fffff,8911aa45b47ffff,1,0.0,0.0,0,1,0,0.0,1,0,0,1,0,0,1,0,3,10.0,6.0,348.0,0.0,50.0,20.0,34.8,1,1,1,0.6,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,234.9943723440228,,116.06292257887114,0.0,9.0,0.0,5.0,60.0,service,grass,8,8811aa45b5fffff
534070627,8811aa7807fffff,8911aa78063ffff,1,,,0,0,0,,0,0,0,1,0,0,0,1,1,2.0,1.0,76.0,0.0,20.0,0.0,38.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,,,,,,,,,,,8,8811aa7807fffff
533313227,881181b6b3fffff,891181b6b33ffff,1,0.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,3,1.0,1.0,142.0,0.0,25.0,0.0,142.0,1,0,0,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,148.61734689685636,,70.28520754491504,1.0,8.0,0.0,7.0,60.0,steps,residential,8,881181b6b3fffff
533795627,881181b6a9fffff,891181b6a87ffff,1,0.0,0.0,1,1,1,0.0,0,0,0,1,0,0,0,0,4,4.0,3.0,150.0,0.0,28.0,0.0,37.5,1,0,1,0.75,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,255.56888157878407,,279.68509541399027,0.0,2.0,0.0,1.0,60.0,path,park,8,881181b6a9fffff
533043827,88118525e5fffff,89118525e53ffff,1,0.0,0.0,0,1,0,0.0,0,0,0,0,0,0,1,0,1,4.0,3.0,152.0,10.0,30.0,14.0,38.0,1,1,1,0.75,Асфальтобетонное,Мокрое,Разделительная полоса с барьером в виде металлической конструкции,Прямая в плане,Горизонтальный,250.70810699803255,,173.31251968840508,0.0,6.0,0.0,4.0,60.0,service,residential,8,88118525e5fffff
533044627,881181b345fffff,891181b344fffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,1,1,4.0,2.0,144.0,70.0,0.0,14.0,36.0,0,1,1,0.5,Асфальтобетонное,Мокрое,Разделительная полоса с барьером в виде металлической конструкции,Прямая в плане,Горизонтальный,204.0039643302491,,251.84878852170434,0.0,7.0,0.0,1.0,90.0,secondary,farmland,8,881181b345fffff
533045227,8811aa7a67fffff,8911aa7a67bffff,1,0.0,0.0,1,1,0,0.0,0,0,0,1,0,0,1,0,2,2.0,1.0,105.0,0.0,39.0,0.0,52.5,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,257.267350599366,,165.3194595333553,0.0,7.0,0.0,4.0,60.0,service,residential,8,8811aa7a67fffff
533053227,8811aa54a1fffff,8911aa54a1bffff,1,0.0,0.0,1,1,1,0.0,0,0,0,0,0,0,0,0,2,4.0,2.0,154.0,12.0,22.0,0.0,38.5,1,0,1,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,2218.069637683958,,260.40857096598035,0.0,2.0,0.0,2.0,60.0,service,residential,8,8811aa54a1fffff
533172227,8811aa7aebfffff,8911aa7aeabffff,1,1.0,0.0,0,1,0,0.0,0,0,0,1,0,0,1,0,2,5.0,1.0,166.0,0.0,76.0,0.0,33.2,1,0,1,0.2,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,79.02906022345105,,167.4487202684551,1.0,20.0,0.0,6.0,60.0,service,forest,8,8811aa7aebfffff
532672827,8811aa6851fffff,8911aa68513ffff,1,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,6.0,4.0,248.0,0.0,0.0,10.0,41.333333333333336,0,1,1,0.6666666666666666,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,644.3022087907481,,492.2736869587302,0.0,0.0,0.0,0.0,60.0,secondary,forest,8,8811aa6851fffff
533179827,8811aa6b3bfffff,8911aa6b3a3ffff,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,1,1,4,2.0,2.0,79.0,0.0,26.0,0.0,39.5,1,0,0,1.0,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,570.356058697359,,46.79448554608808,2.0,4.0,0.0,4.0,60.0,path,forest,8,8811aa6b3bfffff
533060227,8811aa6a87fffff,8911aa6a86bffff,1,0.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,2,3.0,1.0,105.0,0.0,10.0,0.0,35.0,1,0,0,0.3333333333333333,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,125.75032517591066,,31.610551951784352,3.0,15.0,0.0,11.0,60.0,service,retail,8,8811aa6a87fffff
533172627,8811aa7a8dfffff,8911aa7a8cbffff,1,1.0,0.0,1,1,0,0.0,0,0,0,1,0,0,1,0,2,2.0,1.0,124.0,0.0,40.0,0.0,62.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,10.687324334222122,,39.42608632908071,8.0,13.0,0.0,9.0,60.0,footway,grass,8,8811aa7a8dfffff
533178027,8811aa79bbfffff,8911aa79ba7ffff,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,1,0,4,4.0,2.0,158.0,0.0,30.0,0.0,39.5,1,0,1,0.5,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,205.1562344480909,,161.59974119956541,0.0,6.0,0.0,4.0,20.0,service,residential,8,8811aa79bbfffff
533211427,8811aa459bfffff,8911aa44a6bffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,1,2,5.0,5.0,21.0,0.0,30.0,30.0,4.2,1,1,1,1.0,Асфальтобетонное,Сухое,"Разделительная полоса, выделенная разметкой",Прямая в плане,Горизонтальный,321.18463096948705,,197.62654274040295,0.0,3.0,0.0,3.0,60.0,service,residential,8,8811aa459bfffff
533228827,8811aa7b27fffff,8911aa7b27bffff,1,0.0,0.0,0,1,0,0.0,0,0,0,1,0,0,1,0,2,3.0,3.0,200.0,0.0,30.0,0.0,66.66666666666667,1,0,0,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,412.55584585878563,,124.63629633308261,0.0,3.0,0.0,3.0,60.0,service,industrial,8,8811aa7b27fffff
533235427,8811aa7b3dfffff,8911aa7b3c3ffff,1,1.0,0.0,0,0,1,0.0,0,0,0,1,0,0,1,0,3,3.0,1.0,113.0,0.0,30.0,0.0,37.666666666666664,1,0,0,0.3333333333333333,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,31.57731364101764,,48.92476427411146,6.0,7.0,0.0,3.0,60.0,footway,grass,8,8811aa7b3dfffff
533322827,8811aa7815fffff,8911aa7815bffff,1,,,0,1,1,,0,0,0,1,0,0,0,0,4,6.0,6.0,250.0,0.0,30.0,30.0,41.666666666666664,1,1,1,1.0,Асфальтобетонное,Мокрое,"Разделительная полоса, выделенная разметкой",Прямая в плане,Горизонтальный,,,,,,,,,,,8,8811aa7815fffff
533326227,881181b683fffff,891181b682bffff,1,0.0,0.0,0,1,1,0.0,0,0,0,1,0,0,1,0,3,5.0,2.0,155.0,0.0,31.0,18.0,31.0,1,1,1,0.4,Асфальтобетонное,Мокрое,Разделительная полоса с барьером в виде металлической конструкции,Прямая в плане,Горизонтальный,425.2355552194873,,205.6420809302643,0.0,2.0,0.0,2.0,60.0,footway,park,8,881181b683fffff
533328427,8811aa7a11fffff,8911aa7a113ffff,1,0.0,0.0,0,1,1,0.0,1,1,0,1,0,0,0,1,9,4.0,3.0,240.0,0.0,24.0,0.0,60.0,1,0,1,0.75,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,236.17117418760265,,174.46377286309016,0.0,12.0,0.0,2.0,60.0,footway,commercial,8,8811aa7a11fffff
533802027,881181b6e9fffff,891181b6e8fffff,1,0.0,0.0,0,1,0,0.0,1,0,0,0,1,0,1,1,6,4.0,2.0,156.0,0.0,26.0,18.0,39.0,1,1,1,0.5,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде металлической конструкции,Прямая в плане,Горизонтальный,277.56628129627103,,125.31823584084754,0.0,8.0,0.0,6.0,60.0,footway,industrial,8,881181b6e9fffff
533801627,8811aa09bbfffff,8911aa09bb3ffff,1,1.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1,0,1,4.0,2.0,150.0,0.0,30.0,0.0,37.5,1,0,1,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,39.07034512772325,,85.39255492177142,5.0,13.0,0.0,7.0,60.0,footway,commercial,8,8811aa09bbfffff
533190827,8811aa7ab1fffff,8911aa7ab1bffff,1,1.0,0.0,1,1,0,0.0,0,0,0,1,0,0,1,0,4,3.0,1.0,96.0,0.0,37.0,0.0,32.0,1,0,0,0.3333333333333333,"Асфальтобетонное, с поверхностной обработкой",Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,37.87026989388484,,91.55043479035542,4.0,10.0,0.0,1.0,60.0,footway,commercial,8,8811aa7ab1fffff
533061027,8811aa71b1fffff,8911aa71b13ffff,1,0.0,0.0,0,1,1,0.0,0,0,0,1,0,0,1,0,4,3.0,2.0,140.0,0.0,30.0,0.0,46.666666666666664,1,0,0,0.6666666666666666,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,281.7649751761602,,259.5181143519449,0.0,3.0,0.0,1.0,60.0,footway,residential,8,8811aa71b1fffff
533064427,8811aa4c39fffff,8911aa4c387ffff,1,0.0,0.0,1,1,0,0.0,0,0,0,1,0,0,0,0,1,2.0,2.0,74.0,0.0,25.0,0.0,37.0,1,0,0,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,162.32337540848923,,194.22448636503648,0.0,7.0,0.0,2.0,60.0,secondary_link,commercial,8,8811aa4c39fffff
533111027,8811aa7ab3fffff,8911aa7ab33ffff,1,0.0,0.0,0,1,0,0.0,0,0,0,0,0,0,1,0,3,3.0,3.0,115.0,0.0,36.0,0.0,38.333333333333336,1,0,0,1.0,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,373.7074854444846,,208.42916016640572,0.0,1.0,0.0,1.0,60.0,footway,commercial,8,8811aa7ab3fffff
533126627,8811aa71e3fffff,8911aa71e3bffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1,0,3,2.0,2.0,94.0,0.0,26.0,0.0,47.0,1,0,0,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,127.46563825050949,,44.894079753103924,1.0,10.0,0.0,7.0,60.0,footway,residential,8,8811aa71e3fffff
533131427,8811aa0997fffff,8911aa0996bffff,1,0.0,0.0,0,1,1,0.0,0,0,0,1,0,0,0,0,3,4.0,3.0,144.0,0.0,20.0,15.0,36.0,1,1,1,0.75,Асфальтобетонное,Мокрое,Разделительная полоса с барьером в виде металлической конструкции,Прямая в плане,Горизонтальный,196.29800781937027,,160.2939464008096,0.0,9.0,0.0,2.0,60.0,path,forest,8,8811aa0997fffff
533174827,8811aa7951fffff,8911aa79503ffff,1,1.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,2,1.0,1.0,46.0,0.0,30.0,0.0,46.0,1,0,0,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,8.879130189213127,,32.98366455258482,5.0,7.0,0.0,3.0,60.0,service,forest,8,8811aa7951fffff
533147427,8811aa7569fffff,8911aa75683ffff,1,0.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,1,4,5.0,5.0,370.0,20.0,0.0,20.0,74.0,0,1,1,1.0,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,997.3460843322773,,22.625746594602397,1.0,4.0,0.0,4.0,60.0,footway,commercial,8,8811aa7569fffff
533201627,8811aa718dfffff,8911aa718c7ffff,1,0.0,0.0,1,1,0,0.0,0,0,0,1,0,0,0,0,2,3.0,1.0,110.0,0.0,23.0,0.0,36.666666666666664,1,0,0,0.3333333333333333,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,294.34423735802244,,200.61136562650668,0.0,7.0,0.0,6.0,10.0,service,forest,8,8811aa718dfffff
532599027,8811aa7a17fffff,8911aa7a16fffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,1,2,2.0,1.0,64.0,0.0,30.0,0.0,32.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,395.4430134415676,,265.88978171758475,0.0,2.0,0.0,2.0,60.0,service,residential,8,8811aa7a17fffff
532631227,8811aa441bfffff,8911aa441abffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,5.0,5.0,220.0,30.0,0.0,36.0,44.0,0,1,1,1.0,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,1555.9701213980047,,892.4945655056157,0.0,0.0,0.0,0.0,60.0,path,forest,8,8811aa441bfffff
532573427,8811aa7b41fffff,8911aa7b40fffff,1,0.0,0.0,0,0,1,0.0,0,1,1,1,0,0,0,1,5,6.0,6.0,240.0,0.0,30.0,20.0,40.0,1,1,1,1.0,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,337.17869110587503,,155.9897661734677,0.0,4.0,0.0,4.0,60.0,service,residential,8,8811aa7b41fffff
532666027,8811aa6243fffff,8911aa6243bffff,1,1.0,0.0,1,1,0,0.0,0,0,0,0,0,0,1,0,3,2.0,1.0,80.0,0.0,23.0,0.0,40.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,11.786466223666656,,20.326447334935317,4.0,9.0,0.0,6.0,60.0,footway,residential,8,8811aa6243fffff
533146827,8811aa7109fffff,8911aa71083ffff,1,0.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,1,2,2.0,1.0,150.0,0.0,25.0,30.0,75.0,1,1,0,0.5,Асфальтобетонное,Мокрое,"Разделительная полоса, выделенная разметкой",Прямая в плане,Горизонтальный,334.10963020441136,,68.99253511282694,1.0,4.0,0.0,4.0,60.0,service,residential,8,8811aa7109fffff
533171227,8811aa7843fffff,8911aa7842bffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5.0,5.0,154.0,0.0,0.0,0.0,30.8,0,0,1,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,360.03167541064727,,294.6854867036034,0.0,1.0,0.0,1.0,60.0,steps,commercial,8,8811aa7843fffff
533172427,8811aa7a31fffff,8911aa7a31bffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,4.0,3.0,150.0,12.0,0.0,18.0,37.5,0,1,1,0.75,Асфальтобетонное,Мокрое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,203.41194296866271,,373.3183946612668,0.0,4.0,0.0,0.0,60.0,footway,park,8,8811aa7a31fffff
533138227,8811aa6b0bfffff,8911aa6b0bbffff,1,,,1,1,1,,0,0,0,1,0,0,0,0,4,4.0,1.0,158.0,0.0,34.0,0.0,39.5,1,0,1,0.25,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,,,,,,,,,,,8,8811aa6b0bfffff
533264427,8811aa6185fffff,8911aa61857ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,6.0,2.0,210.0,20.0,0.0,40.0,35.0,0,1,1,0.3333333333333333,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,953.4777746739437,,548.2048529601864,0.0,0.0,0.0,0.0,60.0,path,forest,8,8811aa6185fffff
533340227,8811aa573bfffff,8911aa573afffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,2.0,1.0,80.0,10.0,0.0,0.0,40.0,0,0,0,0.5,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,1850.887500934455,,303.31842810739516,0.0,0.0,0.0,0.0,60.0,service,forest,8,8811aa573bfffff
533705827,8811aa0d2dfffff,8911aa0d2c7ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,1,2,3.0,3.0,110.0,50.0,0.0,10.0,36.666666666666664,0,1,0,1.0,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде металлической конструкции,Прямая в плане,Горизонтальный,247.99380388909387,,111.3791971385295,0.0,4.0,0.0,2.0,60.0,service,residential,8,8811aa0d2dfffff
533337027,8811aa4023fffff,8911aa4022fffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,4.0,3.0,200.0,1.0,0.0,10.0,50.0,0,1,1,0.75,Асфальтобетонное,Мокрое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,2393.224736907457,,678.1149687688693,0.0,0.0,0.0,0.0,60.0,path,forest,8,8811aa4023fffff
533275027,8811819513fffff,89118195127ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2.0,1.0,200.0,0.0,20.0,0.0,100.0,1,0,0,0.5,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,294.06736434096047,,106.5341422626026,0.0,3.0,0.0,2.0,60.0,residential,grass,8,8811819513fffff
533333427,8811aa7847fffff,8911aa78477ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1,0,2,3.0,2.0,105.0,0.0,40.0,0.0,35.0,1,0,0,0.6666666666666666,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,157.76195289724308,,157.68148977669654,0.0,16.0,0.0,4.0,60.0,footway,residential,8,8811aa7847fffff
533266027,8811aa790dfffff,8911aa790d7ffff,1,0.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,2,2.0,2.0,87.0,0.0,25.0,0.0,43.5,1,0,0,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,216.465557342973,,25.686876331827683,1.0,12.0,0.0,10.0,60.0,service,residential,8,8811aa790dfffff
533402627,8811aa7b25fffff,8911aa7b24bffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,4.0,2.0,80.0,25.0,0.0,0.0,20.0,0,0,1,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,196.66558256378147,,168.0903967311976,0.0,3.0,0.0,2.0,60.0,footway,forest,8,8811aa7b25fffff
532614627,8811aa7895fffff,8911aa7894bffff,1,,,0,0,1,,0,0,1,1,0,0,0,0,4,2.0,1.0,150.0,0.0,42.0,0.0,75.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,,,,,,,,,,,8,8811aa7895fffff
533285827,8811aa7893fffff,8911aa78923ffff,1,0.0,0.0,0,0,1,0.0,0,0,1,1,0,0,0,0,5,2.0,1.0,10.0,0.0,60.0,0.0,5.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,258.8626151968661,,104.29227966468963,0.0,5.0,0.0,3.0,60.0,service,residential,8,8811aa7893fffff
533191427,8811aa6b0bfffff,8911aa6b0b7ffff,1,,,1,1,1,,0,0,1,1,0,0,0,0,4,4.0,2.0,148.0,0.0,30.0,0.0,37.0,1,0,1,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,,,,,,,,,,,8,8811aa6b0bfffff
533825627,881181b4d1fffff,891181b4d0fffff,1,0.0,0.0,1,1,0,0.0,0,0,0,0,0,0,1,1,3,3.0,1.0,96.0,0.0,20.0,36.0,32.0,1,1,0,0.3333333333333333,Асфальтобетонное,Сухое,"Разделительная полоса, выделенная разметкой",Прямая в плане,Горизонтальный,438.38021595772875,,396.7567234706403,0.0,0.0,0.0,0.0,60.0,service,forest,8,881181b4d1fffff
533436027,8811aa7821fffff,8911aa7820fffff,1,0.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,1,2.0,1.0,70.0,0.0,52.0,0.0,35.0,1,0,0,0.5,Цементобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,435.3623614846529,,265.43066074467896,0.0,5.0,0.0,5.0,60.0,service,industrial,8,8811aa7821fffff
533439427,881181b687fffff,891181b686fffff,1,0.0,0.0,0,0,1,0.0,0,1,0,1,1,0,1,0,5,5.0,5.0,175.0,0.0,30.0,0.0,35.0,1,0,1,1.0,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,204.37120286517737,,172.1808038629994,0.0,6.0,0.0,5.0,60.0,service,residential,8,881181b687fffff
534161627,8811aa6addfffff,8911aa6add7ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,3,1.0,1.0,105.0,0.0,0.0,0.0,105.0,0,0,0,1.0,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,320.78070878003535,,79.04918694472013,1.0,2.0,0.0,2.0,60.0,footway,residential,8,8811aa6addfffff
533247627,8811aa6b6dfffff,8911aa6b6c7ffff,1,0.0,0.0,1,1,1,0.0,0,0,1,1,0,0,0,0,4,3.0,1.0,152.0,0.0,30.0,0.0,50.666666666666664,1,0,0,0.3333333333333333,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,525.4563904604005,,212.1898638065152,0.0,3.0,0.0,3.0,60.0,service,residential,8,8811aa6b6dfffff
533894827,8811aa791bfffff,8911aa791bbffff,1,0.0,0.0,0,1,1,0.0,0,0,0,1,0,0,1,1,4,5.0,2.0,182.0,0.0,24.0,20.0,36.4,1,1,1,0.4,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде металлической конструкции,Прямая в плане,Горизонтальный,173.2730048160767,,256.8868723308623,0.0,2.0,0.0,1.0,60.0,service,industrial,8,8811aa791bfffff
533735427,881181b6b5fffff,891181b6b5bffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,2.0,1.0,110.0,0.0,30.0,0.0,55.0,1,0,0,0.5,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,129.29751677071732,,96.75818885920036,1.0,12.0,0.0,10.0,60.0,footway,residential,8,881181b6b5fffff
532614227,8811aa79a7fffff,8911aa79a7bffff,1,1.0,0.0,0,0,1,0.0,0,0,0,1,1,0,0,0,4,2.0,1.0,148.0,0.0,32.0,0.0,74.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,91.6366680854568,,156.22241052861406,1.0,6.0,0.0,4.0,60.0,service,industrial,8,8811aa79a7fffff
533287027,8811aa6ad9fffff,8911aa6ad8fffff,1,0.0,0.0,1,1,1,0.0,0,0,0,1,0,0,0,0,4,3.0,1.0,96.0,0.0,53.0,0.0,32.0,1,0,0,0.3333333333333333,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,134.21063278268915,,172.93207743915974,0.0,6.0,0.0,5.0,40.0,primary,retail,8,8811aa6ad9fffff
533330227,8811aa6ac7fffff,8911aa6ac67ffff,1,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,0,0,4,1.0,1.0,48.0,0.0,21.0,0.0,48.0,1,0,0,1.0,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,445.0174067813239,,145.74898440945717,0.0,3.0,0.0,3.0,60.0,footway,forest,8,8811aa6ac7fffff
533447427,8811aa6135fffff,8911aa61353ffff,1,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,1,1,2.0,1.0,140.0,0.0,20.0,0.0,70.0,1,0,0,0.5,Асфальтобетонное,Мокрое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,462.85466777792954,,431.24700129032783,0.0,0.0,0.0,0.0,60.0,footway,park,8,8811aa6135fffff
533330027,8811aa7a15fffff,8911aa7a157ffff,1,0.0,0.0,1,1,1,0.0,0,0,1,1,0,0,1,0,4,7.0,1.0,266.0,0.0,16.0,30.0,38.0,1,1,1,0.14285714285714285,Асфальтобетонное,Мокрое,"Разделительная полоса, выделенная разметкой",Прямая в плане,Горизонтальный,760.4582377430913,,182.5714623112062,0.0,3.0,0.0,3.0,60.0,service,residential,8,8811aa7a15fffff
533492627,8811aa7215fffff,8911aa72147ffff,1,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,5.0,1.0,220.0,30.0,0.0,36.0,44.0,0,1,1,0.2,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,912.979674076506,,268.21600076713514,0.0,1.0,0.0,1.0,60.0,service,industrial,8,8811aa7215fffff
533407827,8811aa7285fffff,8911aa7284fffff,1,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,1,3,5.0,5.0,182.0,30.0,0.0,20.0,36.4,0,1,1,1.0,Асфальтобетонное,Сухое,Разделительная полоса с барьером в виде железобетонной конструкции,Прямая в плане,Горизонтальный,1023.8543844137956,,750.3690225158566,0.0,0.0,0.0,0.0,60.0,service,industrial,8,8811aa7285fffff
533667027,8811aa7085fffff,8911aa70847ffff,1,0.0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,1,2,2.0,1.0,80.0,0.0,23.0,0.0,40.0,1,0,0,0.5,Асфальтобетонное,Сухое,Разделительная полоса отсутствует,Прямая в плане,Горизонтальный,376.4545599875188,,84.92881453982173,1.0,5.0,0.0,5.0,60.0,secondary,residential,8,8811aa7085fffff
