month,season,day_of_week_dtp,time_of_day,is_weekend,dtp_count,dead_total,injured_total,pct_fatal,pct_speed_viol,pct_priority_viol,pct_alcohol,pct_pedestrian,pct_night
5,spring,2,День,0.0,42,3,43,0.07142857142857142,0.09523809523809523,0.09523809523809523,0.0,0.16666666666666666,0.0
5,spring,2,Ночь,0.0,13,2,14,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.15384615384615385,1.0
5,spring,2,Утро,0.0,11,0,17,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0
5,spring,3,Вечер,0.0,36,0,41,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0
5,spring,3,День,0.0,28,2,29,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.0,0.17857142857142858,0.0
5,spring,3,Ночь,0.0,13,0,18,0.0,0.23076923076923078,0.15384615384615385,0.0,0.23076923076923078,1.0
5,spring,3,Утро,0.0,16,0,18,0.0,0.0625,0.125,0.0,0.3125,0.0
5,spring,4,Вечер,0.0,30,1,33,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0
5,spring,4,День,0.0,35,0,37,0.0,0.02857142857142857,0.0,0.0,0.2857142857142857,0.0
5,spring,4,Ночь,0.0,18,2,21,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.0,0.1111111111111111,1.0
5,spring,4,Утро,0.0,18,0,19,0.0,0.0,0.0,0.0,0.2777777777777778,0.0
5,spring,5,Вечер,1.0,27,1,28,0.037037037037037035,0.2222222222222222,0.07407407407407407,0.0,0.2962962962962963,0.0
5,spring,5,День,1.0,34,0,36,0.0,0.08823529411764706,0.029411764705882353,0.0,0.08823529411764706,0.0
5,spring,5,Ночь,1.0,13,0,17,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,1.0
5,spring,5,Утро,1.0,6,0,6,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
5,spring,6,Вечер,1.0,35,0,39,0.0,0.02857142857142857,0.08571428571428572,0.0,0.22857142857142856,0.0
5,spring,6,День,1.0,31,0,35,0.0,0.16129032258064516,0.06451612903225806,0.0,0.12903225806451613,0.0
5,spring,6,Ночь,1.0,25,2,32,0.08,0.28,0.04,0.0,0.16,1.0
5,spring,6,Утро,1.0,11,0,16,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0
5,Весна,0,Вечер,,124,3,130,0.024193548387096774,0.12096774193548387,0.04032258064516129,0.0,0.22580645161290322,0.0
5,Весна,0,День,,143,3,162,0.02097902097902098,0.06293706293706294,0.08391608391608392,0.0,0.25874125874125875,0.0
5,Весна,0,Ночь,,41,2,52,0.04878048780487805,0.36585365853658536,0.04878048780487805,0.0,0.14634146341463414,1.0
5,Весна,0,Утро,,45,1,52,0.022222222222222223,0.13333333333333333,0.06666666666666667,0.0,0.2222222222222222,0.0
5,Весна,1,Вечер,,113,4,128,0.02654867256637168,0.035398230088495575,0.09734513274336283,0.0,0.21238938053097345,0.0
5,Весна,1,День,,165,1,177,0.006060606060606061,0.07272727272727272,0.07272727272727272,0.0,0.16363636363636364,0.0
5,Весна,1,Ночь,,49,11,52,0.16326530612244897,0.30612244897959184,0.04081632653061224,0.0,0.1836734693877551,1.0
5,Весна,1,Утро,,55,1,57,0.01818181818181818,0.10909090909090909,0.07272727272727272,0.0,0.2545454545454545,0.0
5,Весна,2,Вечер,,121,5,133,0.04132231404958678,0.09090909090909091,0.09917355371900827,0.0,0.2975206611570248,0.0
5,Весна,2,День,,151,7,166,0.046357615894039736,0.09933774834437085,0.039735099337748346,0.0,0.2847682119205298,0.0
5,Весна,2,Ночь,,60,5,74,0.08333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.1,1.0
5,Весна,2,Утро,,64,1,70,0.015625,0.09375,0.0,0.0,0.1875,0.0
5,Весна,3,Вечер,,115,2,130,0.017391304347826087,0.09565217391304348,0.034782608695652174,0.0,0.3565217391304348,0.0
5,Весна,3,День,,165,1,176,0.006060606060606061,0.10303030303030303,0.06060606060606061,0.0,0.2727272727272727,0.0
5,Весна,3,Ночь,,56,8,66,0.125,0.375,0.05357142857142857,0.0,0.16071428571428573,1.0
5,Весна,3,Утро,,65,0,71,0.0,0.09230769230769231,0.07692307692307693,0.0,0.18461538461538463,0.0
5,Весна,4,Вечер,,131,5,146,0.03816793893129771,0.1297709923664122,0.04580152671755725,0.0,0.20610687022900764,0.0
5,Весна,4,День,,159,6,162,0.03773584905660377,0.11320754716981132,0.07547169811320754,0.0,0.32075471698113206,0.0
5,Весна,4,Ночь,,75,6,86,0.05333333333333334,0.30666666666666664,0.12,0.0,0.09333333333333334,1.0
5,Весна,4,Утро,,68,3,70,0.04411764705882353,0.04411764705882353,0.08823529411764706,0.0,0.2647058823529412,0.0
5,Весна,5,Вечер,,94,4,105,0.0425531914893617,0.09574468085106383,0.0425531914893617,0.0,0.2978723404255319,0.0
5,Весна,5,День,,158,2,178,0.012658227848101266,0.0949367088607595,0.06329113924050633,0.0,0.16455696202531644,0.0
5,Весна,5,Ночь,,73,6,79,0.0821917808219178,0.3424657534246575,0.0410958904109589,0.0,0.136986301369863,1.0
5,Весна,5,Утро,,31,2,31,0.06451612903225806,0.1935483870967742,0.06451612903225806,0.0,0.06451612903225806,0.0
5,Весна,6,Вечер,,90,5,100,0.05555555555555555,0.15555555555555556,0.05555555555555555,0.0,0.15555555555555556,0.0
5,Весна,6,День,,110,8,118,0.07272727272727272,0.16363636363636364,0.07272727272727272,0.0,0.20909090909090908,0.0
5,Весна,6,Ночь,,81,10,104,0.09876543209876543,0.345679012345679,0.1111111111111111,0.0,0.16049382716049382,1.0
5,Весна,6,Утро,,28,2,35,0.07142857142857142,0.25,0.10714285714285714,0.0,0.17857142857142858,0.0
6,summer,0,Вечер,0.0,29,2,32,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.0,0.20689655172413793,0.0
6,summer,0,День,0.0,32,0,35,0.0,0.03125,0.0,0.0,0.25,0.0
6,summer,0,Ночь,0.0,19,0,26,0.0,0.21052631578947367,0.05263157894736842,0.0,0.10526315789473684,1.0
6,summer,0,Утро,0.0,14,1,17,0.07142857142857142,0.21428571428571427,0.0,0.0,0.21428571428571427,0.0
6,summer,1,Вечер,0.0,30,2,33,0.06666666666666667,0.13333333333333333,0.03333333333333333,0.0,0.2,0.0
6,summer,1,День,0.0,43,0,50,0.0,0.046511627906976744,0.046511627906976744,0.0,0.11627906976744186,0.0
6,summer,1,Ночь,0.0,17,1,23,0.058823529411764705,0.29411764705882354,0.0,0.0,0.23529411764705882,1.0
6,summer,1,Утро,0.0,12,0,12,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0
6,summer,2,Вечер,0.0,42,2,41,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.30952380952380953,0.0
6,summer,2,День,0.0,52,2,59,0.038461538461538464,0.057692307692307696,0.07692307692307693,0.0,0.23076923076923078,0.0
6,summer,2,Ночь,0.0,20,1,21,0.05,0.2,0.05,0.0,0.1,1.0
6,summer,2,Утро,0.0,17,0,17,0.0,0.0,0.0,0.0,0.23529411764705882,0.0
6,summer,3,Вечер,0.0,47,2,65,0.0425531914893617,0.0,0.0851063829787234,0.0,0.23404255319148937,0.0
6,summer,3,День,0.0,56,3,58,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.0,0.2857142857142857,0.0
6,summer,3,Ночь,0.0,16,0,22,0.0,0.25,0.0,0.0,0.125,1.0
6,summer,3,Утро,0.0,30,0,30,0.0,0.06666666666666667,0.06666666666666667,0.0,0.1,0.0
6,summer,4,Вечер,0.0,30,0,33,0.0,0.1,0.03333333333333333,0.0,0.36666666666666664,0.0
6,summer,4,День,0.0,52,2,54,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.19230769230769232,0.0
6,summer,4,Ночь,0.0,9,3,13,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,1.0
6,summer,4,Утро,0.0,13,1,14,0.07692307692307693,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0
6,summer,5,Вечер,1.0,27,1,31,0.037037037037037035,0.18518518518518517,0.1111111111111111,0.0,0.18518518518518517,0.0
6,summer,5,День,1.0,41,2,44,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.0,0.17073170731707318,0.0
6,summer,5,Ночь,1.0,20,1,24,0.05,0.15,0.0,0.0,0.15,1.0
6,summer,5,Утро,1.0,7,1,8,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0
6,summer,6,Вечер,1.0,21,2,22,0.047619047619047616,0.09523809523809523,0.0,0.0,0.19047619047619047,0.0
6,summer,6,День,1.0,23,1,26,0.043478260869565216,0.17391304347826086,0.13043478260869565,0.0,0.13043478260869565,0.0
6,summer,6,Ночь,1.0,22,3,22,0.13636363636363635,0.22727272727272727,0.09090909090909091,0.0,0.18181818181818182,1.0
6,summer,6,Утро,1.0,4,0,5,0.0,0.0,0.25,0.0,0.0,0.0
6,Лето,0,Вечер,,149,9,150,0.06040268456375839,0.06711409395973154,0.053691275167785234,0.0,0.2684563758389262,0.0
6,Лето,0,День,,179,6,186,0.0335195530726257,0.09497206703910614,0.03910614525139665,0.0,0.20670391061452514,0.0
6,Лето,0,Ночь,,72,7,73,0.08333333333333333,0.2638888888888889,0.125,0.0,0.20833333333333334,1.0
6,Лето,0,Утро,,56,1,57,0.017857142857142856,0.10714285714285714,0.017857142857142856,0.0,0.125,0.0
6,Лето,1,Вечер,,141,4,153,0.028368794326241134,0.12056737588652482,0.04964539007092199,0.0,0.22695035460992907,0.0
6,Лето,1,День,,160,5,170,0.03125,0.06875,0.0625,0.0,0.175,0.0
6,Лето,1,Ночь,,68,4,84,0.058823529411764705,0.19117647058823528,0.07352941176470588,0.0,0.25,1.0
6,Лето,1,Утро,,60,0,64,0.0,0.1,0.08333333333333333,0.0,0.05,0.0
6,Лето,2,Вечер,,128,1,148,0.0078125,0.09375,0.0546875,0.0,0.2265625,0.0
6,Лето,2,День,,191,1,216,0.005235602094240838,0.07329842931937172,0.03664921465968586,0.0,0.25654450261780104,0.0
6,Лето,2,Ночь,,68,4,76,0.058823529411764705,0.22058823529411764,0.07352941176470588,0.0,0.20588235294117646,1.0
6,Лето,2,Утро,,52,2,60,0.038461538461538464,0.21153846153846154,0.057692307692307696,0.0,0.11538461538461539,0.0
6,Лето,3,Вечер,,142,5,148,0.035211267605633804,0.1056338028169014,0.04225352112676056,0.0,0.22535211267605634,0.0
6,Лето,3,День,,166,6,177,0.03614457831325301,0.1144578313253012,0.060240963855421686,0.0,0.2469879518072289,0.0
6,Лето,3,Ночь,,53,1,62,0.018867924528301886,0.2830188679245283,0.07547169811320754,0.0,0.1509433962264151,1.0
6,Лето,3,Утро,,66,1,71,0.015151515151515152,0.16666666666666666,0.06060606060606061,0.0,0.22727272727272727,0.0
6,Лето,4,Вечер,,145,5,155,0.027586206896551724,0.10344827586206896,0.1103448275862069,0.0,0.2827586206896552,0.0
6,Лето,4,День,,167,2,183,0.011976047904191617,0.12650602409638553,0.04216867469879518,0.0,0.2469879518072289,0.0
6,Лето,4,Ночь,,71,6,86,0.07042253521126761,0.15492957746478872,0.07042253521126761,0.0,0.07042253521126761,1.0
6,Лето,4,Утро,,61,3,64,0.04918032786885246,0.08196721311475409,0.06557377049180328,0.0,0.11475409836065574,0.0
6,Лето,5,Вечер,,88,2,99,0.022727272727272728,0.2159090909090909,0.06818181818181818,0.0,0.20454545454545456,0.0
6,Лето,5,День,,137,6,147,0.043795620437956206,0.1386861313868613,0.0364963503649635,0.0,0.23357664233576642,0.0
6,Лето,5,Ночь,,68,4,75,0.029411764705882353,0.3088235294117647,0.029411764705882353,0.0,0.16176470588235295,1.0
6,Лето,5,Утро,,38,3,47,0.07894736842105263,0.2894736842105263,0.07894736842105263,0.0,0.05263157894736842,0.0
6,Лето,6,Вечер,,106,2,126,0.018867924528301886,0.1509433962264151,0.0660377358490566,0.0,0.27358490566037735,0.0
6,Лето,6,День,,121,6,146,0.049586776859504134,0.09090909090909091,0.06611570247933884,0.0,0.18181818181818182,0.0
6,Лето,6,Ночь,,69,10,80,0.14492753623188406,0.2463768115942029,0.057971014492753624,0.0,0.08695652173913043,1.0
6,Лето,6,Утро,,35,3,45,0.08571428571428572,0.4,0.08571428571428572,0.0,0.11428571428571428,0.0
7,summer,0,Вечер,0.0,21,0,25,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
7,summer,0,День,0.0,28,0,29,0.0,0.17857142857142858,0.03571428571428571,0.0,0.32142857142857145,0.0
7,summer,0,Ночь,0.0,12,0,15,0.0,0.5833333333333334,0.08333333333333333,0.0,0.0,1.0
7,summer,0,Утро,0.0,20,0,25,0.0,0.05,0.1,0.0,0.05,0.0
7,summer,1,Вечер,0.0,30,1,33,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.4,0.0
7,summer,1,День,0.0,35,0,36,0.0,0.05714285714285714,0.0,0.0,0.2571428571428571,0.0
7,summer,1,Ночь,0.0,16,2,20,0.125,0.125,0.0,0.0,0.0625,1.0
7,summer,1,Утро,0.0,12,0,12,0.0,0.0,0.08333333333333333,0.0,0.25,0.0
7,summer,2,Вечер,0.0,33,1,38,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.0,0.12121212121212122,0.0
7,summer,2,День,0.0,32,1,32,0.03125,0.03125,0.0625,0.0,0.15625,0.0
7,summer,2,Ночь,0.0,12,1,12,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.25,1.0
7,summer,2,Утро,0.0,14,0,14,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0
7,summer,3,Вечер,0.0,19,1,23,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.0,0.10526315789473684,0.0
7,summer,3,День,0.0,40,1,49,0.025,0.075,0.05,0.0,0.175,0.0
7,summer,3,Ночь,0.0,12,3,12,0.16666666666666666,0.25,0.08333333333333333,0.0,0.3333333333333333,1.0
7,summer,3,Утро,0.0,12,1,14,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0
7,summer,4,Вечер,0.0,44,4,48,0.09090909090909091,0.09090909090909091,0.022727272727272728,0.0,0.18181818181818182,0.0
7,summer,4,День,0.0,37,2,36,0.05405405405405406,0.13513513513513514,0.02702702702702703,0.0,0.16216216216216217,0.0
7,summer,4,Ночь,0.0,18,1,18,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.16666666666666666,1.0
7,summer,4,Утро,0.0,22,0,23,0.0,0.045454545454545456,0.0,0.0,0.22727272727272727,0.0
7,summer,5,Вечер,1.0,27,2,32,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.0,0.2222222222222222,0.0
7,summer,5,День,1.0,40,0,42,0.0,0.075,0.05,0.0,0.25,0.0
7,summer,5,Ночь,1.0,24,0,32,0.0,0.125,0.041666666666666664,0.0,0.16666666666666666,1.0
7,summer,5,Утро,1.0,11,1,13,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.0
7,summer,6,Вечер,1.0,30,0,35,0.0,0.1,0.06666666666666667,0.0,0.16666666666666666,0.0
7,summer,6,День,1.0,38,1,46,0.02631578947368421,0.10526315789473684,0.07894736842105263,0.0,0.07894736842105263,0.0
7,summer,6,Ночь,1.0,30,2,35,0.06666666666666667,0.23333333333333334,0.0,0.0,0.13333333333333333,1.0
7,summer,6,Утро,1.0,7,0,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
7,Лето,0,Вечер,,173,5,191,0.028901734104046242,0.12716763005780346,0.03468208092485549,0.0,0.3063583815028902,0.0
7,Лето,0,День,,182,6,196,0.027472527472527472,0.1043956043956044,0.06043956043956044,0.0,0.16483516483516483,0.0
7,Лето,0,Ночь,,76,5,94,0.06578947368421052,0.3466666666666667,0.05333333333333334,0.0,0.14666666666666667,1.0
7,Лето,0,Утро,,68,7,70,0.08823529411764706,0.23880597014925373,0.04477611940298507,0.0,0.16417910447761194,0.0
7,Лето,1,Вечер,,160,2,201,0.0125,0.13125,0.06875,0.0,0.25625,0.0
7,Лето,1,День,,190,6,215,0.031578947368421054,0.1111111111111111,0.047619047619047616,0.0,0.1746031746031746,0.0
7,Лето,1,Ночь,,53,5,55,0.07547169811320754,0.2641509433962264,0.03773584905660377,0.0,0.24528301886792453,1.0
7,Лето,1,Утро,,59,1,63,0.01694915254237288,0.13559322033898305,0.05084745762711865,0.0,0.11864406779661017,0.0
7,Лето,2,Вечер,,156,5,163,0.03205128205128205,0.05128205128205128,0.057692307692307696,0.0,0.2692307692307692,0.0
7,Лето,2,День,,154,4,167,0.025974025974025976,0.08441558441558442,0.08441558441558442,0.0,0.2077922077922078,0.0
7,Лето,2,Ночь,,75,9,95,0.10666666666666667,0.24,0.09333333333333334,0.0,0.17333333333333334,1.0
7,Лето,2,Утро,,63,2,67,0.031746031746031744,0.07936507936507936,0.047619047619047616,0.0,0.19047619047619047,0.0
7,Лето,3,Вечер,,175,12,180,0.05714285714285714,0.13714285714285715,0.03428571428571429,0.0,0.21142857142857144,0.0
7,Лето,3,День,,167,2,182,0.011976047904191617,0.1377245508982036,0.05389221556886228,0.0,0.2155688622754491,0.0
7,Лето,3,Ночь,,66,6,83,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.0,0.09090909090909091,1.0
7,Лето,3,Утро,,65,0,68,0.0,0.046875,0.046875,0.0,0.15625,0.0
7,Лето,4,Вечер,,130,3,145,0.023076923076923078,0.14615384615384616,0.06153846153846154,0.0,0.24615384615384617,0.0
7,Лето,4,День,,152,4,173,0.019736842105263157,0.07236842105263158,0.07236842105263158,0.0,0.17763157894736842,0.0
7,Лето,4,Ночь,,79,5,101,0.06329113924050633,0.26582278481012656,0.1518987341772152,0.0,0.13924050632911392,1.0
7,Лето,4,Утро,,56,1,64,0.017857142857142856,0.07142857142857142,0.08928571428571429,0.0,0.125,0.0
7,Лето,5,Вечер,,104,5,127,0.028846153846153848,0.15384615384615385,0.07692307692307693,0.0,0.21153846153846154,0.0
7,Лето,5,День,,163,4,189,0.024539877300613498,0.08588957055214724,0.049079754601226995,0.0,0.15337423312883436,0.0
7,Лето,5,Ночь,,110,14,129,0.10909090909090909,0.2636363636363636,0.06363636363636363,0.0,0.15454545454545454,1.0
7,Лето,5,Утро,,25,0,30,0.0,0.4,0.0,0.0,0.04,0.0
7,Лето,6,Вечер,,117,6,129,0.042735042735042736,0.18803418803418803,0.03418803418803419,0.0,0.21367521367521367,0.0
7,Лето,6,День,,132,6,156,0.045454545454545456,0.18181818181818182,0.06060606060606061,0.0,0.16666666666666666,0.0
7,Лето,6,Ночь,,92,5,114,0.043478260869565216,0.3695652173913043,0.06521739130434782,0.0,0.10869565217391304,1.0
7,Лето,6,Утро,,22,4,24,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.0,0.09090909090909091,0.0
8,summer,0,Вечер,0.0,13,0,13,0.0,0.0,0.15384615384615385,0.0,0.3076923076923077,0.0
8,summer,0,День,0.0,9,0,10,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0
8,summer,0,Ночь,0.0,7,0,11,0.0,0.0,0.14285714285714285,0.0,0.0,1.0
8,summer,0,Утро,0.0,9,0,12,0.0,0.0,0.0,0.0,0.0,0.0
8,summer,1,Вечер,0.0,15,0,17,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0
8,summer,1,День,0.0,17,0,19,0.0,0.17647058823529413,0.11764705882352941,0.0,0.058823529411764705,0.0
8,summer,1,Ночь,0.0,4,0,6,0.0,0.25,0.0,0.0,0.25,1.0
8,summer,1,Утро,0.0,3,0,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
8,summer,2,Вечер,0.0,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0
8,summer,2,День,0.0,7,0,7,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
8,summer,2,Ночь,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
8,summer,2,Утро,0.0,2,0,4,0.0,0.0,0.0,0.0,0.5,0.0
8,summer,3,Вечер,0.0,17,0,17,0.0,0.0,0.11764705882352941,0.0,0.47058823529411764,0.0
8,summer,3,День,0.0,13,0,16,0.0,0.23076923076923078,0.0,0.0,0.3076923076923077,0.0
8,summer,3,Ночь,0.0,6,0,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,1.0
8,summer,3,Утро,0.0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0
8,summer,4,Вечер,0.0,12,0,14,0.0,0.08333333333333333,0.25,0.0,0.25,0.0
8,summer,4,День,0.0,13,3,19,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0
8,summer,4,Ночь,0.0,2,0,3,0.0,0.5,0.0,0.0,0.5,1.0
8,summer,4,Утро,0.0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0
8,summer,5,Вечер,1.0,10,0,14,0.0,0.1,0.1,0.0,0.2,0.0
8,summer,5,День,1.0,7,0,9,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
8,summer,5,Ночь,1.0,8,1,8,0.125,0.125,0.125,0.0,0.0,1.0
8,summer,5,Утро,1.0,3,0,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
8,summer,6,Вечер,1.0,2,0,2,0.0,0.0,0.0,0.0,0.5,0.0
8,summer,6,День,1.0,5,0,5,0.0,0.2,0.0,0.0,0.2,0.0
8,summer,6,Ночь,1.0,6,0,7,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,1.0
8,summer,6,Утро,1.0,3,0,6,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
8,Лето,0,Вечер,,171,4,190,0.023391812865497075,0.07602339181286549,0.08771929824561403,0.0,0.23391812865497075,0.0
8,Лето,0,День,,215,3,252,0.013953488372093023,0.06511627906976744,0.037209302325581395,0.0,0.1813953488372093,0.0
8,Лето,0,Ночь,,88,12,101,0.11363636363636363,0.2840909090909091,0.07954545454545454,0.0,0.1590909090909091,1.0
8,Лето,0,Утро,,77,5,80,0.06493506493506493,0.1038961038961039,0.07792207792207792,0.0,0.2727272727272727,0.0
8,Лето,1,Вечер,,186,4,210,0.021505376344086023,0.0913978494623656,0.053763440860215055,0.0,0.23655913978494625,0.0
8,Лето,1,День,,233,10,242,0.03862660944206009,0.055793991416309016,0.055793991416309016,0.0,0.19742489270386265,0.0
8,Лето,1,Ночь,,82,3,103,0.036585365853658534,0.25609756097560976,0.12195121951219512,0.0,0.10975609756097561,1.0
8,Лето,1,Утро,,78,1,79,0.01282051282051282,0.10256410256410256,0.08974358974358974,0.0,0.15384615384615385,0.0
8,Лето,2,Вечер,,183,5,206,0.0273224043715847,0.09289617486338798,0.08196721311475409,0.0,0.20765027322404372,0.0
8,Лето,2,День,,205,1,230,0.004878048780487805,0.07804878048780488,0.06829268292682927,0.0,0.18536585365853658,0.0
8,Лето,2,Ночь,,65,2,75,0.03076923076923077,0.2,0.1076923076923077,0.0,0.2153846153846154,1.0
8,Лето,2,Утро,,87,0,95,0.0,0.08045977011494253,0.034482758620689655,0.0,0.13793103448275862,0.0
8,Лето,3,Вечер,,183,6,195,0.0273224043715847,0.11475409836065574,0.08743169398907104,0.0,0.22404371584699453,0.0
8,Лето,3,День,,208,6,222,0.028846153846153848,0.10576923076923077,0.04326923076923077,0.0,0.22596153846153846,0.0
8,Лето,3,Ночь,,64,4,75,0.0625,0.328125,0.0625,0.0,0.125,1.0
8,Лето,3,Утро,,86,0,92,0.0,0.046511627906976744,0.06976744186046512,0.0,0.22093023255813954,0.0
8,Лето,4,Вечер,,175,6,190,0.03428571428571429,0.06285714285714286,0.06285714285714286,0.0,0.22857142857142856,0.0
8,Лето,4,День,,212,8,241,0.03773584905660377,0.09905660377358491,0.04716981132075472,0.0,0.22641509433962265,0.0
8,Лето,4,Ночь,,97,4,117,0.041237113402061855,0.29896907216494845,0.1134020618556701,0.0,0.09278350515463918,1.0
8,Лето,4,Утро,,57,4,66,0.05263157894736842,0.12280701754385964,0.03508771929824561,0.0,0.19298245614035087,0.0
8,Лето,5,Вечер,,128,3,151,0.0234375,0.125,0.0625,0.0,0.1484375,0.0
8,Лето,5,День,,206,12,227,0.043689320388349516,0.09223300970873786,0.024271844660194174,0.0,0.1796116504854369,0.0
8,Лето,5,Ночь,,115,7,134,0.06086956521739131,0.26956521739130435,0.043478260869565216,0.0,0.22608695652173913,1.0
8,Лето,5,Утро,,45,1,54,0.022222222222222223,0.13333333333333333,0.06666666666666667,0.0,0.1111111111111111,0.0
8,Лето,6,Вечер,,125,9,134,0.048,0.08,0.08,0.0,0.216,0.0
8,Лето,6,День,,199,7,246,0.035175879396984924,0.09547738693467336,0.05025125628140704,0.0,0.16080402010050251,0.0
8,Лето,6,Ночь,,93,13,121,0.10752688172043011,0.3118279569892473,0.07526881720430108,0.0,0.08602150537634409,1.0
8,Лето,6,Утро,,31,2,35,0.06451612903225806,0.16129032258064516,0.06451612903225806,0.0,0.12903225806451613,0.0
9,Осень,0,Вечер,,176,5,187,0.028409090909090908,0.09659090909090909,0.06818181818181818,0.0,0.29545454545454547,0.0
9,Осень,0,День,,214,4,261,0.018691588785046728,0.08411214953271028,0.037383177570093455,0.0,0.2336448598130841,0.0
9,Осень,0,Ночь,,64,8,72,0.125,0.390625,0.109375,0.0,0.203125,1.0
9,Осень,0,Утро,,99,1,105,0.010101010101010102,0.09090909090909091,0.10101010101010101,0.0,0.2222222222222222,0.0
9,Осень,1,Вечер,,202,4,228,0.019801980198019802,0.06435643564356436,0.054455445544554455,0.0,0.26732673267326734,0.0
9,Осень,1,День,,196,3,210,0.015306122448979591,0.07142857142857142,0.05612244897959184,0.0,0.1836734693877551,0.0
9,Осень,1,Ночь,,66,10,75,0.15151515151515152,0.2727272727272727,0.07575757575757576,0.0,0.15151515151515152,1.0
9,Осень,1,Утро,,93,1,100,0.010752688172043012,0.12903225806451613,0.03225806451612903,0.0,0.22580645161290322,0.0
9,Осень,2,Вечер,,188,9,206,0.047872340425531915,0.047872340425531915,0.09574468085106383,0.0,0.2872340425531915,0.0
9,Осень,2,День,,260,9,287,0.03461538461538462,0.06923076923076923,0.06923076923076923,0.0,0.25,0.0
9,Осень,2,Ночь,,83,6,89,0.07228915662650602,0.3373493975903614,0.04819277108433735,0.0,0.1686746987951807,1.0
9,Осень,2,Утро,,119,1,145,0.008403361344537815,0.058823529411764705,0.04201680672268908,0.0,0.226890756302521,0.0
9,Осень,3,Вечер,,226,5,241,0.022123893805309734,0.07079646017699115,0.084070796460177,0.0,0.3274336283185841,0.0
9,Осень,3,День,,212,2,225,0.009433962264150943,0.07547169811320754,0.04245283018867924,0.0,0.25943396226415094,0.0
9,Осень,3,Ночь,,86,6,100,0.06976744186046512,0.22093023255813954,0.05813953488372093,0.0,0.10465116279069768,1.0
9,Осень,3,Утро,,111,4,113,0.036036036036036036,0.036036036036036036,0.10810810810810811,0.0,0.3153153153153153,0.0
9,Осень,4,Вечер,,200,6,229,0.03,0.06,0.08,0.0,0.345,0.0
9,Осень,4,День,,250,7,272,0.028,0.064,0.028,0.0,0.22,0.0
9,Осень,4,Ночь,,85,14,104,0.11764705882352941,0.23529411764705882,0.09411764705882353,0.0,0.17647058823529413,1.0
9,Осень,4,Утро,,114,1,126,0.008771929824561403,0.09649122807017543,0.05263157894736842,0.0,0.2807017543859649,0.0
9,Осень,5,Вечер,,147,7,167,0.047619047619047616,0.10884353741496598,0.07482993197278912,0.0,0.35374149659863946,0.0
9,Осень,5,День,,233,3,256,0.012875536480686695,0.12875536480686695,0.03862660944206009,0.0,0.18454935622317598,0.0
