month,season,day_of_week_dtp,time_of_day,is_weekend,dtp_count,dead_total,injured_total,pct_fatal,pct_speed_viol,pct_priority_viol,pct_alcohol,pct_pedestrian,pct_night
1,Зима,6,День,,91,3,103,0.03296703296703297,0.0989010989010989,0.07692307692307693,0.0,0.16483516483516483,0.0
1,Зима,6,Ночь,,65,2,88,0.03076923076923077,0.3230769230769231,0.1076923076923077,0.0,0.07692307692307693,1.0
1,Зима,6,Утро,,18,1,28,0.05555555555555555,0.3333333333333333,0.05555555555555555,0.0,0.05555555555555555,0.0
2,winter,0,Вечер,0.0,19,1,18,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.2631578947368421,0.0
2,winter,0,День,0.0,28,1,33,0.03571428571428571,0.0,0.07142857142857142,0.0,0.17857142857142858,0.0
2,winter,0,Ночь,0.0,13,1,14,0.07692307692307693,0.23076923076923078,0.0,0.0,0.23076923076923078,1.0
2,winter,0,Утро,0.0,11,0,14,0.0,0.18181818181818182,0.0,0.0,0.2727272727272727,0.0
2,winter,1,Вечер,0.0,24,2,31,0.08333333333333333,0.0,0.125,0.0,0.25,0.0
2,winter,1,День,0.0,24,2,28,0.08333333333333333,0.0,0.125,0.0,0.125,0.0
2,winter,1,Ночь,0.0,10,1,15,0.1,0.2,0.1,0.0,0.2,1.0
2,winter,1,Утро,0.0,16,1,15,0.0625,0.125,0.0625,0.0,0.3125,0.0
2,winter,2,Вечер,0.0,13,0,13,0.0,0.0,0.0,0.0,0.15384615384615385,0.0
2,winter,2,День,0.0,29,0,31,0.0,0.0,0.034482758620689655,0.0,0.2413793103448276,0.0
2,winter,2,Ночь,0.0,8,0,12,0.0,0.0,0.25,0.0,0.375,1.0
2,winter,2,Утро,0.0,12,0,13,0.0,0.08333333333333333,0.16666666666666666,0.0,0.25,0.0
2,winter,3,Вечер,0.0,26,2,32,0.07692307692307693,0.0,0.038461538461538464,0.0,0.3076923076923077,0.0
2,winter,3,День,0.0,26,0,29,0.0,0.038461538461538464,0.11538461538461539,0.0,0.15384615384615385,0.0
2,winter,3,Ночь,0.0,8,0,9,0.0,0.0,0.0,0.0,0.25,1.0
2,winter,3,Утро,0.0,12,1,14,0.08333333333333333,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0
2,winter,4,Вечер,0.0,26,1,27,0.038461538461538464,0.15384615384615385,0.11538461538461539,0.0,0.23076923076923078,0.0
2,winter,4,День,0.0,36,2,39,0.05555555555555555,0.05555555555555555,0.25,0.0,0.25,0.0
2,winter,4,Ночь,0.0,10,3,8,0.3,0.3,0.0,0.0,0.1,1.0
2,winter,4,Утро,0.0,15,0,15,0.0,0.2,0.06666666666666667,0.0,0.13333333333333333,0.0
2,winter,5,Вечер,1.0,15,2,23,0.13333333333333333,0.06666666666666667,0.0,0.0,0.4,0.0
2,winter,5,День,1.0,29,0,29,0.0,0.034482758620689655,0.13793103448275862,0.0,0.3448275862068966,0.0
2,winter,5,Ночь,1.0,21,0,25,0.0,0.3333333333333333,0.047619047619047616,0.0,0.09523809523809523,1.0
2,winter,5,Утро,1.0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0
2,winter,6,Вечер,1.0,21,2,20,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.19047619047619047,0.0
2,winter,6,День,1.0,22,0,26,0.0,0.0,0.13636363636363635,0.0,0.36363636363636365,0.0
2,winter,6,Ночь,1.0,15,2,17,0.13333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333,1.0
2,winter,6,Утро,1.0,11,0,16,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0
2,Зима,0,Вечер,,113,2,118,0.017699115044247787,0.061946902654867256,0.13274336283185842,0.0,0.39823008849557523,0.0
2,Зима,0,День,,114,2,126,0.017543859649122806,0.05263157894736842,0.03508771929824561,0.0,0.30701754385964913,0.0
2,Зима,0,Ночь,,45,5,58,0.08888888888888889,0.17777777777777778,0.08888888888888889,0.0,0.15555555555555556,1.0
2,Зима,0,Утро,,57,1,58,0.017543859649122806,0.08771929824561403,0.07017543859649122,0.0,0.3684210526315789,0.0
2,Зима,1,Вечер,,92,2,101,0.021739130434782608,0.10869565217391304,0.06521739130434782,0.0,0.33695652173913043,0.0
2,Зима,1,День,,120,2,125,0.016666666666666666,0.06666666666666667,0.1,0.0,0.2833333333333333,0.0
2,Зима,1,Ночь,,56,8,59,0.14285714285714285,0.2857142857142857,0.03571428571428571,0.0,0.08928571428571429,1.0
2,Зима,1,Утро,,61,2,69,0.03278688524590164,0.09836065573770492,0.09836065573770492,0.0,0.39344262295081966,0.0
2,Зима,2,Вечер,,117,2,138,0.017094017094017096,0.05982905982905983,0.05982905982905983,0.0,0.3333333333333333,0.0
2,Зима,2,День,,144,4,156,0.027777777777777776,0.08333333333333333,0.041666666666666664,0.0,0.24305555555555555,0.0
2,Зима,2,Ночь,,51,2,65,0.0392156862745098,0.27450980392156865,0.13725490196078433,0.0,0.0784313725490196,1.0
2,Зима,2,Утро,,60,2,63,0.03333333333333333,0.1,0.08333333333333333,0.0,0.4,0.0
2,Зима,3,Вечер,,98,2,112,0.02040816326530612,0.061224489795918366,0.08163265306122448,0.0,0.3877551020408163,0.0
2,Зима,3,День,,147,9,151,0.061224489795918366,0.05442176870748299,0.08843537414965986,0.0,0.3197278911564626,0.0
2,Зима,3,Ночь,,45,7,45,0.1111111111111111,0.13333333333333333,0.08888888888888889,0.0,0.15555555555555556,1.0
2,Зима,3,Утро,,54,0,61,0.0,0.1111111111111111,0.12962962962962962,0.0,0.4444444444444444,0.0
2,Зима,4,Вечер,,112,4,124,0.03571428571428571,0.09821428571428571,0.08928571428571429,0.0,0.35714285714285715,0.0
2,Зима,4,День,,115,4,123,0.034782608695652174,0.043478260869565216,0.10434782608695652,0.0,0.3130434782608696,0.0
2,Зима,4,Ночь,,43,4,47,0.09302325581395349,0.16279069767441862,0.09302325581395349,0.0,0.16279069767441862,1.0
2,Зима,4,Утро,,75,4,84,0.05333333333333334,0.12,0.09333333333333334,0.0,0.25333333333333335,0.0
2,Зима,5,Вечер,,97,3,107,0.030927835051546393,0.1134020618556701,0.05154639175257732,0.0,0.20618556701030927,0.0
2,Зима,5,День,,118,1,132,0.00847457627118644,0.06779661016949153,0.1016949152542373,0.0,0.2796610169491525,0.0
2,Зима,5,Ночь,,59,3,78,0.05084745762711865,0.2033898305084746,0.15254237288135594,0.0,0.0847457627118644,1.0
2,Зима,5,Утро,,41,3,42,0.07317073170731707,0.17073170731707318,0.24390243902439024,0.0,0.17073170731707318,0.0
2,Зима,6,Вечер,,74,3,82,0.04054054054054054,0.06756756756756757,0.06756756756756757,0.0,0.28378378378378377,0.0
2,Зима,6,День,,100,7,121,0.05,0.13,0.06,0.0,0.1,0.0
2,Зима,6,Ночь,,67,4,86,0.05970149253731343,0.31343283582089554,0.19402985074626866,0.0,0.04477611940298507,1.0
2,Зима,6,Утро,,37,2,45,0.05405405405405406,0.3783783783783784,0.10810810810810811,0.0,0.08108108108108109,0.0
3,spring,0,Вечер,0.0,12,1,11,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
3,spring,0,День,0.0,18,0,22,0.0,0.1111111111111111,0.16666666666666666,0.0,0.16666666666666666,0.0
3,spring,0,Ночь,0.0,9,0,9,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,1.0
3,spring,0,Утро,0.0,6,0,6,0.0,0.0,0.16666666666666666,0.0,0.5,0.0
3,spring,1,Вечер,0.0,30,2,36,0.06666666666666667,0.03333333333333333,0.1,0.0,0.23333333333333334,0.0
3,spring,1,День,0.0,44,0,49,0.0,0.09090909090909091,0.022727272727272728,0.0,0.18181818181818182,0.0
3,spring,1,Ночь,0.0,17,0,22,0.0,0.5294117647058824,0.058823529411764705,0.0,0.058823529411764705,1.0
3,spring,1,Утро,0.0,23,0,29,0.0,0.043478260869565216,0.13043478260869565,0.0,0.17391304347826086,0.0
3,spring,2,Вечер,0.0,41,1,46,0.024390243902439025,0.024390243902439025,0.14634146341463414,0.0,0.2926829268292683,0.0
3,spring,2,День,0.0,39,1,43,0.02564102564102564,0.1282051282051282,0.02564102564102564,0.0,0.28205128205128205,0.0
3,spring,2,Ночь,0.0,12,0,19,0.0,0.3333333333333333,0.25,0.0,0.08333333333333333,1.0
3,spring,2,Утро,0.0,19,0,23,0.0,0.10526315789473684,0.05263157894736842,0.0,0.3684210526315789,0.0
3,spring,3,Вечер,0.0,29,0,30,0.0,0.1724137931034483,0.034482758620689655,0.0,0.27586206896551724,0.0
3,spring,3,День,0.0,39,2,37,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.0,0.358974358974359,0.0
3,spring,3,Ночь,0.0,14,0,16,0.0,0.2857142857142857,0.0,0.0,0.07142857142857142,1.0
3,spring,3,Утро,0.0,16,1,17,0.0625,0.1875,0.0,0.0,0.3125,0.0
3,spring,4,Вечер,0.0,23,1,26,0.043478260869565216,0.13043478260869565,0.13043478260869565,0.0,0.30434782608695654,0.0
3,spring,4,День,0.0,33,0,35,0.0,0.06060606060606061,0.06060606060606061,0.0,0.2727272727272727,0.0
3,spring,4,Ночь,0.0,5,2,6,0.2,0.6,0.0,0.0,0.0,1.0
3,spring,4,Утро,0.0,7,0,10,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
3,spring,5,Вечер,1.0,33,2,36,0.06060606060606061,0.06060606060606061,0.12121212121212122,0.0,0.24242424242424243,0.0
3,spring,5,День,1.0,36,0,43,0.0,0.027777777777777776,0.05555555555555555,0.0,0.3333333333333333,0.0
3,spring,5,Ночь,1.0,19,1,24,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.0,0.10526315789473684,1.0
3,spring,5,Утро,1.0,7,2,7,0.2857142857142857,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0
3,spring,6,Вечер,1.0,28,3,31,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.0,0.17857142857142858,0.0
3,spring,6,День,1.0,28,1,44,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.0
3,spring,6,Ночь,1.0,17,2,19,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,1.0
3,spring,6,Утро,1.0,7,0,7,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0
3,Весна,0,Вечер,,92,0,100,0.0,0.05434782608695652,0.17391304347826086,0.0,0.29347826086956524,0.0
3,Весна,0,День,,112,3,134,0.026785714285714284,0.08035714285714286,0.10714285714285714,0.0,0.16071428571428573,0.0
3,Весна,0,Ночь,,54,5,70,0.07407407407407407,0.2222222222222222,0.018518518518518517,0.0,0.1111111111111111,1.0
3,Весна,0,Утро,,61,0,68,0.0,0.09836065573770492,0.06557377049180328,0.0,0.3114754098360656,0.0
3,Весна,1,Вечер,,113,1,125,0.008849557522123894,0.035398230088495575,0.061946902654867256,0.0,0.4424778761061947,0.0
3,Весна,1,День,,150,5,159,0.02666666666666667,0.08666666666666667,0.08,0.0,0.20666666666666667,0.0
3,Весна,1,Ночь,,37,2,47,0.05405405405405406,0.21621621621621623,0.16216216216216217,0.0,0.13513513513513514,1.0
3,Весна,1,Утро,,78,1,86,0.01282051282051282,0.14102564102564102,0.0641025641025641,0.0,0.19230769230769232,0.0
3,Весна,2,Вечер,,120,4,131,0.025,0.08333333333333333,0.09166666666666666,0.0,0.275,0.0
3,Весна,2,День,,145,4,160,0.027586206896551724,0.027586206896551724,0.05517241379310345,0.0,0.2,0.0
3,Весна,2,Ночь,,39,3,45,0.07692307692307693,0.20512820512820512,0.1282051282051282,0.0,0.1794871794871795,1.0
3,Весна,2,Утро,,68,2,81,0.029411764705882353,0.08823529411764706,0.10294117647058823,0.0,0.3235294117647059,0.0
3,Весна,3,Вечер,,101,1,121,0.009900990099009901,0.07920792079207921,0.06930693069306931,0.0,0.3465346534653465,0.0
3,Весна,3,День,,145,2,161,0.013793103448275862,0.06896551724137931,0.06206896551724138,0.0,0.25517241379310346,0.0
3,Весна,3,Ночь,,35,0,39,0.0,0.22857142857142856,0.08571428571428572,0.0,0.05714285714285714,1.0
3,Весна,3,Утро,,53,0,62,0.0,0.1509433962264151,0.05660377358490566,0.0,0.2830188679245283,0.0
3,Весна,4,Вечер,,129,6,135,0.046511627906976744,0.07751937984496124,0.05426356589147287,0.0,0.3643410852713178,0.0
3,Весна,4,День,,141,5,153,0.03546099290780142,0.05673758865248227,0.0425531914893617,0.0,0.20567375886524822,0.0
3,Весна,4,Ночь,,53,7,68,0.07547169811320754,0.20754716981132076,0.09433962264150944,0.0,0.1509433962264151,1.0
3,Весна,4,Утро,,52,2,59,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.0,0.2692307692307692,0.0
3,Весна,5,Вечер,,107,9,126,0.056074766355140186,0.102803738317757,0.11214953271028037,0.0,0.27102803738317754,0.0
3,Весна,5,День,,142,5,164,0.028169014084507043,0.07042253521126761,0.035211267605633804,0.0,0.23943661971830985,0.0
3,Весна,5,Ночь,,65,4,83,0.06153846153846154,0.2923076923076923,0.07692307692307693,0.0,0.07692307692307693,1.0
3,Весна,5,Утро,,19,0,27,0.0,0.21052631578947367,0.10526315789473684,0.0,0.15789473684210525,0.0
3,Весна,6,Вечер,,91,3,114,0.03296703296703297,0.12087912087912088,0.07692307692307693,0.0,0.1978021978021978,0.0
3,Весна,6,День,,113,7,129,0.061946902654867256,0.11504424778761062,0.10619469026548672,0.0,0.1592920353982301,0.0
3,Весна,6,Ночь,,81,5,102,0.06172839506172839,0.2839506172839506,0.08641975308641975,0.0,0.14814814814814814,1.0
3,Весна,6,Утро,,40,2,57,0.05,0.275,0.15,0.0,0.075,0.0
4,spring,0,Вечер,0.0,28,1,32,0.03571428571428571,0.10714285714285714,0.14285714285714285,0.0,0.42857142857142855,0.0
4,spring,0,День,0.0,31,0,33,0.0,0.0,0.0967741935483871,0.0,0.16129032258064516,0.0
4,spring,0,Ночь,0.0,10,2,9,0.2,0.4,0.0,0.0,0.3,1.0
4,spring,0,Утро,0.0,8,0,11,0.0,0.0,0.125,0.0,0.125,0.0
4,spring,1,Вечер,0.0,27,0,29,0.0,0.0,0.037037037037037035,0.0,0.2222222222222222,0.0
4,spring,1,День,0.0,43,1,47,0.023255813953488372,0.06976744186046512,0.06976744186046512,0.0,0.23255813953488372,0.0
4,spring,1,Ночь,0.0,12,2,15,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,1.0
4,spring,1,Утро,0.0,12,0,12,0.0,0.0,0.0,0.0,0.25,0.0
4,spring,2,Вечер,0.0,27,2,29,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.0,0.25925925925925924,0.0
4,spring,2,День,0.0,41,2,41,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.0975609756097561,0.0
4,spring,2,Ночь,0.0,10,0,15,0.0,0.4,0.0,0.0,0.1,1.0
4,spring,2,Утро,0.0,20,1,23,0.05,0.15,0.05,0.0,0.3,0.0
4,spring,3,Вечер,0.0,16,1,17,0.0625,0.0625,0.0,0.0,0.25,0.0
4,spring,3,День,0.0,43,1,47,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.3488372093023256,0.0
4,spring,3,Ночь,0.0,12,1,14,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.08333333333333333,1.0
4,spring,3,Утро,0.0,14,0,14,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
4,spring,4,Вечер,0.0,40,1,47,0.025,0.0,0.125,0.0,0.225,0.0
4,spring,4,День,0.0,52,2,54,0.038461538461538464,0.057692307692307696,0.057692307692307696,0.0,0.3269230769230769,0.0
4,spring,4,Ночь,0.0,13,0,16,0.0,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,1.0
4,spring,4,Утро,0.0,12,1,13,0.08333333333333333,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0
4,spring,5,Вечер,1.0,34,5,36,0.08823529411764706,0.23529411764705882,0.029411764705882353,0.0,0.17647058823529413,0.0
4,spring,5,День,1.0,39,0,44,0.0,0.07692307692307693,0.0,0.0,0.28205128205128205,0.0
4,spring,5,Ночь,1.0,12,1,14,0.08333333333333333,0.16666666666666666,0.25,0.0,0.16666666666666666,1.0
4,spring,5,Утро,1.0,8,1,11,0.125,0.25,0.0,0.0,0.0,0.0
4,spring,6,Вечер,1.0,19,2,18,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.0,0.21052631578947367,0.0
4,spring,6,День,1.0,25,1,30,0.04,0.12,0.12,0.0,0.2,0.0
4,spring,6,Ночь,1.0,18,0,23,0.0,0.3888888888888889,0.05555555555555555,0.0,0.1111111111111111,1.0
4,spring,6,Утро,1.0,4,1,4,0.25,0.75,0.0,0.0,0.25,0.0
4,Весна,0,Вечер,,111,7,120,0.05405405405405406,0.06306306306306306,0.02702702702702703,0.0,0.2972972972972973,0.0
4,Весна,0,День,,157,3,171,0.01910828025477707,0.12101910828025478,0.03184713375796178,0.0,0.2484076433121019,0.0
4,Весна,0,Ночь,,38,6,41,0.10526315789473684,0.39473684210526316,0.05263157894736842,0.0,0.13157894736842105,1.0
4,Весна,0,Утро,,51,0,58,0.0,0.09803921568627451,0.058823529411764705,0.0,0.19607843137254902,0.0
4,Весна,1,Вечер,,130,4,144,0.03076923076923077,0.09230769230769231,0.1,0.0,0.3076923076923077,0.0
4,Весна,1,День,,142,5,154,0.035211267605633804,0.11971830985915492,0.056338028169014086,0.0,0.22535211267605634,0.0
4,Весна,1,Ночь,,40,6,43,0.15,0.15,0.075,0.0,0.275,1.0
4,Весна,1,Утро,,51,1,58,0.0196078431372549,0.0784313725490196,0.17647058823529413,0.0,0.23529411764705882,0.0
4,Весна,2,Вечер,,118,6,120,0.03389830508474576,0.1016949152542373,0.05084745762711865,0.0,0.3135593220338983,0.0
4,Весна,2,День,,155,2,176,0.012903225806451613,0.0967741935483871,0.05161290322580645,0.0,0.24516129032258063,0.0
4,Весна,2,Ночь,,44,4,52,0.09090909090909091,0.20454545454545456,0.06818181818181818,0.0,0.20454545454545456,1.0
4,Весна,2,Утро,,58,1,66,0.017241379310344827,0.13793103448275862,0.10344827586206896,0.0,0.15517241379310345,0.0
4,Весна,3,Вечер,,124,1,135,0.008064516129032258,0.07258064516129033,0.056451612903225805,0.0,0.28225806451612906,0.0
4,Весна,3,День,,141,5,149,0.03546099290780142,0.05673758865248227,0.06382978723404255,0.0,0.24113475177304963,0.0
4,Весна,3,Ночь,,54,7,58,0.12962962962962962,0.3333333333333333,0.1111111111111111,0.0,0.14814814814814814,1.0
4,Весна,3,Утро,,47,1,52,0.02127659574468085,0.14893617021276595,0.06382978723404255,0.0,0.23404255319148937,0.0
4,Весна,4,Вечер,,121,4,127,0.03305785123966942,0.06611570247933884,0.0743801652892562,0.0,0.34710743801652894,0.0
4,Весна,4,День,,153,3,162,0.0196078431372549,0.0718954248366013,0.09803921568627451,0.0,0.26143790849673204,0.0
4,Весна,4,Ночь,,42,4,45,0.09523809523809523,0.19047619047619047,0.07142857142857142,0.0,0.19047619047619047,1.0
4,Весна,4,Утро,,47,1,47,0.02127659574468085,0.10638297872340426,0.0851063829787234,0.0,0.19148936170212766,0.0
4,Весна,5,Вечер,,98,8,106,0.07142857142857142,0.07142857142857142,0.061224489795918366,0.0,0.24489795918367346,0.0
4,Весна,5,День,,152,3,170,0.019736842105263157,0.08552631578947369,0.03289473684210526,0.0,0.23026315789473684,0.0
4,Весна,5,Ночь,,64,7,78,0.09375,0.34375,0.03125,0.0,0.140625,1.0
4,Весна,5,Утро,,31,0,36,0.0,0.1935483870967742,0.0967741935483871,0.0,0.1935483870967742,0.0
4,Весна,6,Вечер,,86,2,104,0.023255813953488372,0.16279069767441862,0.046511627906976744,0.0,0.2558139534883721,0.0
4,Весна,6,День,,125,6,139,0.04,0.152,0.064,0.0,0.224,0.0
4,Весна,6,Ночь,,55,5,58,0.09090909090909091,0.41818181818181815,0.07272727272727272,0.0,0.10909090909090909,1.0
4,Весна,6,Утро,,24,0,26,0.0,0.125,0.041666666666666664,0.0,0.08333333333333333,0.0
5,spring,0,Вечер,0.0,38,2,38,0.05263157894736842,0.13157894736842105,0.02631578947368421,0.0,0.13157894736842105,0.0
5,spring,0,День,0.0,50,2,59,0.04,0.08,0.04,0.0,0.22,0.0
5,spring,0,Ночь,0.0,17,1,18,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.0,0.11764705882352941,1.0
5,spring,0,Утро,0.0,17,0,20,0.0,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,0.0
5,spring,1,Вечер,0.0,23,0,26,0.0,0.08695652173913043,0.08695652173913043,0.0,0.2608695652173913,0.0
5,spring,1,День,0.0,44,2,44,0.045454545454545456,0.06818181818181818,0.11363636363636363,0.0,0.1590909090909091,0.0
5,spring,1,Ночь,0.0,18,4,23,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.0,0.16666666666666666,1.0
5,spring,1,Утро,0.0,18,0,19,0.0,0.1111111111111111,0.05555555555555555,0.0,0.16666666666666666,0.0
5,spring,2,Вечер,0.0,28,0,30,0.0,0.10714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.0
