month,district_id,type_group,dtp_count,dead_total,injured_total,children_dead,children_injured,avg_risk_score
4,27,Наезд на стоящее ТС,1,0,1,0,0,0.03086936832407444
4,27,Опрокидывание,2,0,2,0,0,0.006906348720991254
4,27,Падение пассажира,4,0,4,0,0,0.02796801091845394
4,27,Столкновение,11,0,15,0,1,0.036337938733735656
4,28,Наезд на велосипедиста,1,0,1,0,0,0.010242226356145506
4,28,Наезд на пешехода,6,0,6,0,0,0.02158022342218835
4,28,Наезд на препятствие,1,0,4,0,0,0.02154820781409188
4,28,Падение пассажира,3,1,2,0,0,0.04048398518783491
4,28,Столкновение,8,0,8,0,0,0.026245294786634597
4,29,Наезд на пешехода,7,0,7,0,1,0.052229548430864726
4,29,Столкновение,8,0,10,0,0,0.029651420642813654
4,30,Наезд на велосипедиста,1,0,1,0,0,0.03153640923398451
4,30,Наезд на пешехода,7,1,6,0,3,0.028627085559496862
4,30,Наезд на препятствие,3,0,3,0,0,0.03414982663428023
4,30,Падение пассажира,1,0,1,0,0,0.05755991759553786
4,30,Столкновение,4,0,4,0,0,0.026796459886982486
4,31,Наезд на пешехода,3,1,2,0,0,0.028923978083089403
4,31,Наезд на препятствие,2,0,2,0,0,0.05633673334399592
4,31,Падение пассажира,1,0,1,0,0,0.03940483590952987
4,31,Столкновение,9,0,10,0,0,0.05187128941109311
4,32,Наезд на велосипедиста,1,0,1,0,0,0.023157548493124406
4,32,Наезд на пешехода,4,0,4,0,1,0.043526378214707645
4,32,Опрокидывание,1,0,1,0,0,0.00757162265319834
4,32,Падение пассажира,1,0,1,0,0,0.03399927372595187
4,32,Столкновение,9,0,11,0,0,0.023304174835788755
4,33,Наезд на пешехода,5,0,5,0,1,0.044932566934384265
4,33,Опрокидывание,1,0,1,0,0,0.006058913902257845
4,33,Падение пассажира,1,0,1,0,0,0.08555784774118375
4,33,Столкновение,15,0,19,0,0,0.029533058953821766
4,34,Наезд на пешехода,8,1,7,0,1,0.023389954823087852
4,34,Наезд на препятствие,1,0,1,0,0,0.021149817690197723
4,34,Наезд на стоящее ТС,1,0,1,0,0,0.037048410688900454
4,34,Столкновение,10,1,11,0,0,0.029741927626666016
4,35,Наезд на пешехода,1,0,1,0,1,0.06029917673606674
4,35,Столкновение,2,0,3,0,0,0.04260576874763392
4,36,Наезд на пешехода,3,0,3,0,3,0.0350995927644852
4,36,Падение пассажира,1,0,1,0,0,0.010132755945321176
4,36,Столкновение,2,0,2,0,0,0.0477409748139051
4,37,Наезд на велосипедиста,1,0,1,0,0,0.05030130843095359
4,37,Наезд на пешехода,4,0,5,0,2,0.023097864368073623
4,37,Столкновение,3,0,4,0,1,0.05480683793253146
4,38,Наезд на велосипедиста,2,0,2,0,0,0.014527250282841629
4,38,Наезд на пешехода,7,0,7,0,2,0.021882784227568206
4,38,Наезд на стоящее ТС,2,1,1,0,0,0.01649513954460828
4,38,Опрокидывание,1,0,1,0,0,0.022701465321635264
4,38,Столкновение,9,0,12,0,0,0.013758232345938903
4,39,Наезд на пешехода,5,1,4,0,2,0.026060081322615225
4,39,Наезд на препятствие,2,0,2,0,0,0.03616174865493552
4,39,Падение пассажира,1,0,1,0,0,0.008241870006645556
4,39,Прочее,1,0,1,0,0,0.05072680422737142
4,39,Столкновение,3,0,5,0,2,0.02031695986887318
4,40,Наезд на пешехода,4,0,4,0,1,0.015247132780796889
4,40,Столкновение,10,1,11,0,1,0.017800082820361763
4,41,Наезд на пешехода,7,0,7,0,3,0.0325702379367982
4,41,Наезд на препятствие,1,0,1,0,0,0.07595237232456672
4,41,Столкновение,9,1,11,0,0,0.03149306929315965
4,42,Наезд на велосипедиста,4,0,4,0,2,0.04891161402765068
4,42,Наезд на пешехода,14,0,14,0,2,0.038425037027743934
4,42,Наезд на препятствие,1,0,1,0,0,0.0016734647058567224
4,42,Наезд на стоящее ТС,2,3,1,0,0,0.06665818676637102
4,42,Столкновение,10,0,11,0,2,0.03276824380476959
4,43,Наезд на велосипедиста,1,0,1,0,0,0.035363831424425625
4,43,Наезд на пешехода,11,1,10,0,1,0.04843657258009288
4,43,Наезд на препятствие,4,1,4,0,0,0.03427379026663221
4,43,Наезд на стоящее ТС,3,0,4,0,0,0.04105149219620502
4,43,Опрокидывание,1,0,1,0,0,0.03685317678656483
4,43,Столкновение,13,0,13,0,1,0.03971282395822217
4,44,Наезд на велосипедиста,2,0,2,0,0,0.030419039046050898
4,44,Наезд на пешехода,11,0,11,0,2,0.0368717802451067
4,44,Наезд на препятствие,1,0,1,0,0,0.0028079962690620935
4,44,Наезд на стоящее ТС,1,0,1,0,0,0.046633050606110664
4,44,Падение пассажира,1,0,1,0,0,0.057925469875134666
4,44,Прочее,1,0,2,0,0,0.051015354261076944
4,44,Столкновение,16,0,20,0,2,0.04109320019921934
4,45,Наезд на препятствие,2,0,2,0,0,0.009484111914671977
4,45,Столкновение,2,0,2,0,0,0.012235348630488559
4,46,Наезд на велосипедиста,2,0,2,0,0,0.038005063908754015
4,46,Наезд на пешехода,6,0,7,0,1,0.03730380396248705
4,46,Наезд на препятствие,1,0,1,0,0,0.007462152242374008
4,46,Наезд на стоящее ТС,1,0,1,0,1,0.03174521121505348
4,46,Падение пассажира,1,0,1,0,0,0.021633891545568964
4,46,Столкновение,3,0,4,0,0,0.01509599850608028
4,47,Наезд на велосипедиста,6,0,6,0,5,0.040504841815554866
4,47,Наезд на пешехода,9,3,7,0,3,0.0386508357057658
4,47,Наезд на препятствие,1,1,0,0,0,0.06192058478476172
4,47,Наезд на стоящее ТС,2,0,4,0,0,0.04952577435866836
4,47,Падение пассажира,8,0,10,0,1,0.031134930302170724
4,47,Столкновение,14,0,17,0,3,0.045087148142725866
4,48,Наезд на пешехода,1,0,1,0,0,0.012399543867498626
4,48,Наезд на препятствие,1,0,1,0,0,0.006327620679168636
4,48,Наезд на стоящее ТС,1,2,0,0,0,0.10096370051835435
4,48,Падение пассажира,1,1,0,0,0,0.05729839354001552
4,48,Столкновение,2,1,3,0,0,0.03126239227254008
4,49,Наезд на велосипедиста,1,0,1,0,0,0.06471014746056343
4,49,Наезд на пешехода,12,0,12,0,1,0.034822247081216375
4,49,Наезд на стоящее ТС,2,0,2,0,0,0.058896691531649226
4,49,Столкновение,19,0,29,0,2,0.03639425063473311
4,50,Наезд на велосипедиста,4,0,4,0,0,0.04267749870163271
4,50,Наезд на пешехода,7,1,6,0,1,0.030898374986810414
4,50,Наезд на препятствие,3,0,3,0,0,0.03378598632733144
4,50,Падение пассажира,1,0,1,0,0,0.010646806110341462
4,50,Столкновение,15,0,17,0,3,0.016110598557107312
4,51,Наезд на велосипедиста,2,0,2,0,0,0.0687766581218974
4,51,Наезд на пешехода,7,0,7,0,2,0.04849959650932094
4,51,Наезд на препятствие,1,0,1,0,0,0.01735872827167146
4,51,Прочее,1,0,1,0,0,0.10802787566433479
4,51,Столкновение,6,0,9,0,1,0.024309029467204448
4,52,Наезд на велосипедиста,2,0,2,0,1,0.03519146133623335
4,52,Наезд на пешехода,10,0,10,0,1,0.018154782722064215
4,52,Наезд на препятствие,1,0,1,0,0,0.0055712663036983886
4,52,Наезд на стоящее ТС,1,0,1,0,0,0.009779022866855681
4,52,Опрокидывание,1,0,1,0,0,0.07541193012752952
4,52,Падение пассажира,2,0,3,0,1,0.02054794438180632
4,52,Прочее,1,0,3,0,0,0.049124468322401325
4,52,Столкновение,11,0,14,0,1,0.03518329076591248
4,53,Наезд на велосипедиста,2,0,2,0,1,0.03833845390827536
4,53,Наезд на пешехода,11,0,11,0,4,0.041996106924198466
4,53,Наезд на стоящее ТС,2,0,4,0,0,0.038976716399172946
4,53,Падение пассажира,2,0,2,0,0,0.02826467878771679
4,53,Прочее,1,0,1,0,1,0.05458856268544104
4,53,Столкновение,6,0,6,0,0,0.04079960907910785
4,54,Наезд на велосипедиста,1,0,1,0,0,0.006082277291059144
4,54,Наезд на пешехода,6,1,5,0,3,0.04819016583601588
4,54,Наезд на препятствие,3,0,3,0,0,0.0449588836652288
4,54,Падение пассажира,2,0,2,0,0,0.0595161078081515
4,54,Столкновение,6,0,8,0,1,0.026415433942712657
4,55,Наезд на велосипедиста,1,0,1,0,0,0.00948587198067526
4,55,Наезд на пешехода,8,0,8,0,1,0.03102575386271391
4,55,Наезд на препятствие,5,0,8,0,0,0.05411806969463806
4,55,Наезд на стоящее ТС,2,0,2,0,0,0.12280557134923521
4,55,Опрокидывание,1,1,0,0,0,0.004546205151317349
4,55,Падение пассажира,2,0,2,0,0,0.007296427037307746
4,55,Столкновение,19,1,23,0,0,0.050867597969192845
4,56,Наезд на пешехода,4,0,4,0,2,0.035498994015732144
4,56,Столкновение,7,0,8,0,2,0.018932042886131335
4,57,Наезд на велосипедиста,4,0,4,0,2,0.05478314908274966
4,57,Наезд на пешехода,16,0,16,0,5,0.04182966519278285
4,57,Наезд на препятствие,4,0,4,0,0,0.04093276484479186
4,57,Наезд на стоящее ТС,8,1,12,0,0,0.0936512483967461
4,57,Опрокидывание,2,0,2,0,0,0.1039022717849062
4,57,Падение пассажира,2,0,2,0,0,0.007107338443440183
4,57,Столкновение,25,0,34,0,1,0.03498759767638101
4,58,Наезд на велосипедиста,3,0,3,0,0,0.05718320087169365
4,58,Наезд на пешехода,5,1,4,0,1,0.02924386653947057
4,58,Наезд на препятствие,6,0,6,0,0,0.021053606083190655
4,58,Наезд на стоящее ТС,2,0,2,0,0,0.04559017631763097
4,58,Опрокидывание,1,0,1,0,1,0.04925845550333946
4,58,Падение пассажира,3,0,3,0,0,0.008791397249387442
4,58,Столкновение,24,1,33,0,5,0.04357544379240997
4,59,Наезд на велосипедиста,3,0,3,0,0,0.041696667327022825
4,59,Наезд на пешехода,4,0,4,0,0,0.020490824384207927
4,59,Падение пассажира,3,0,3,0,0,0.02216434120723727
4,59,Столкновение,13,0,16,0,3,0.02946806781355738
4,60,Наезд на велосипедиста,2,0,2,0,0,0.023142135935835893
4,60,Наезд на пешехода,5,0,6,0,0,0.04831097590474709
4,60,Наезд на стоящее ТС,1,0,1,0,0,0.03649516956314345
4,60,Падение пассажира,1,0,1,0,0,0.007107338443440184
4,60,Столкновение,12,0,15,0,3,0.02427038924448356
4,61,Столкновение,1,2,2,0,2,0.08401567222513123
4,61,Съезд с дороги,1,0,1,0,1,0.05356502112188976
4,62,Наезд на велосипедиста,1,0,1,0,1,0.00948587198067526
4,62,Наезд на пешехода,8,2,6,0,1,0.029039776673200107
4,62,Наезд на препятствие,3,0,3,0,0,0.050839908373175986
4,62,Наезд на стоящее ТС,4,1,8,0,0,0.0314266764703565
4,62,Опрокидывание,1,0,1,0,0,0.04508838688324845
4,62,Падение пассажира,3,0,3,0,0,0.03010220404718833
4,62,Столкновение,15,0,16,0,2,0.026141419330883466
4,63,Наезд на велосипедиста,2,0,2,0,0,0.02608400190576851
4,63,Наезд на пешехода,3,0,3,0,2,0.045393057384507364
4,63,Наезд на стоящее ТС,2,0,3,0,0,0.04084134634016488
4,63,Падение пассажира,2,0,2,0,0,0.05188514944221051
4,63,Столкновение,8,0,12,0,0,0.03141231648175955
4,64,Наезд на велосипедиста,2,0,2,0,1,0.02357879834906744
4,64,Наезд на пешехода,6,0,6,0,2,0.0307358940474952
4,64,Наезд на препятствие,1,0,1,0,0,0.0034284776672471795
4,64,Наезд на стоящее ТС,1,1,0,0,0,0.08840923267177514
4,64,Падение пассажира,1,0,1,0,0,0.06496401893482112
4,64,Столкновение,9,0,14,0,0,0.03689689855611094
4,65,Наезд на велосипедиста,3,0,3,0,2,0.031906218356576845
4,65,Наезд на пешехода,10,0,10,0,4,0.02598566530431911
4,65,Наезд на препятствие,1,1,1,0,0,0.048493485297641754
4,65,Опрокидывание,1,0,1,0,0,0.048224778520730954
4,65,Падение пассажира,2,0,4,0,0,0.041815269553426
4,65,Столкновение,11,0,13,0,0,0.03975007197599958
4,66,Наезд на велосипедиста,1,0,1,0,0,0.040076713811598504
4,66,Наезд на пешехода,8,0,8,0,3,0.0249596225346655
4,66,Наезд на препятствие,5,1,5,0,0,0.03597255471954701
4,66,Наезд на стоящее ТС,4,2,6,0,0,0.05035455076625726
4,66,Падение пассажира,3,0,3,0,0,0.018270828947111087
4,66,Столкновение,15,0,18,0,1,0.03113822248694593
4,68,Наезд на велосипедиста,1,0,1,0,1,0.05185691021905854
4,68,Наезд на пешехода,4,0,4,0,0,0.056184480398953934
4,68,Наезд на препятствие,2,0,2,0,0,0.0796484099896742
4,68,Опрокидывание,1,1,0,0,0,0.03302365732361627
4,68,Столкновение,18,0,22,0,3,0.026206770035756208
4,69,Наезд на велосипедиста,1,0,1,0,0,0.03091135147106408
4,69,Наезд на пешехода,8,0,8,0,3,0.04297643486886959
4,69,Наезд на препятствие,3,0,3,0,0,0.01891775989630547
4,69,Опрокидывание,1,0,1,0,0,0.0006484035534756818
4,69,Столкновение,7,1,8,0,0,0.018964467174249797
4,70,Наезд на велосипедиста,1,0,1,0,0,0.08291127458351458
4,70,Наезд на пешехода,8,0,8,0,3,0.045434301320100776
4,70,Наезд на препятствие,2,0,2,0,0,0.02368590764494737
4,70,Наезд на стоящее ТС,1,0,1,0,0,0.0017014289471329164
4,70,Падение пассажира,1,0,1,0,0,0.04574155722963406
4,70,Прочее,1,0,1,0,0,0.108159821663197
4,70,Столкновение,13,0,19,0,0,0.04365251210630549
4,71,Наезд на пешехода,4,1,4,0,1,0.03672455975356214
4,71,Наезд на препятствие,2,1,1,0,0,0.007525289487353776
4,71,Падение пассажира,1,0,1,0,0,0.06494197208443266
4,71,Столкновение,9,0,9,0,1,0.04452093946569172
4,72,Наезд на велосипедиста,3,0,3,0,0,0.01821716397894303
4,72,Наезд на пешехода,5,1,5,0,0,0.01847515667761455
4,72,Наезд на препятствие,2,1,1,0,0,0.03624631841007877
4,72,Наезд на стоящее ТС,1,0,1,0,0,0.00808415322938886
4,72,Опрокидывание,1,1,0,0,0,0.027586676636100513
4,72,Падение пассажира,1,0,1,0,0,0.02645907096219791
4,72,Столкновение,10,0,10,0,0,0.021375786542540832
4,73,Наезд на велосипедиста,6,0,6,0,0,0.029402472628819967
4,73,Наезд на пешехода,12,2,10,0,1,0.022793535558248933
4,73,Наезд на препятствие,3,0,11,0,0,0.013502503217883063
4,73,Падение пассажира,1,0,1,0,0,0.01924135456624856
4,73,Столкновение,13,0,14,0,2,0.018969235303368193
4,74,Наезд на пешехода,9,0,9,0,4,0.02862195756976761
4,74,Наезд на препятствие,2,0,2,0,1,0.03450447995381164
4,74,Наезд на стоящее ТС,3,0,3,0,0,0.02276815020587178
4,74,Падение пассажира,3,0,3,0,0,0.03926639589757864
4,74,Столкновение,19,1,21,0,1,0.04018817096436143
4,75,Наезд на пешехода,9,1,9,0,4,0.048278903162113446
4,75,Наезд на препятствие,1,1,0,0,0,0.0031861734567972177
4,75,Падение пассажира,2,0,4,0,1,0.04546456814181908
4,75,Столкновение,11,1,12,0,1,0.02990828267657514
4,76,Наезд на пешехода,1,0,1,0,0,0.04283902960101139
4,76,Наезд на препятствие,1,0,1,0,0,0.060820256842408216
4,76,Наезд на стоящее ТС,1,0,2,0,0,0.08391652549859492
4,76,Опрокидывание,2,0,2,0,0,0.0713218175925913
4,76,Столкновение,5,3,2,0,0,0.07322896150438643
4,77,Наезд на велосипедиста,3,0,3,0,0,0.019471442305291926
4,77,Наезд на пешехода,5,0,5,0,2,0.023754390067504134
4,77,Наезд на препятствие,1,1,0,0,0,0.02756689358374638
4,77,Наезд на стоящее ТС,1,0,1,0,0,0.04028946138213385
4,77,Столкновение,6,0,6,0,0,0.02722274215981163
4,78,Столкновение,1,0,1,0,0,0.18706144125757865
4,80,Наезд на пешехода,4,0,5,0,2,0.051526033444922126
4,80,Столкновение,5,0,7,0,0,0.027092479560179804
4,81,Наезд на велосипедиста,1,0,1,0,0,0.16339074432485098
4,81,Наезд на пешехода,1,0,1,0,0,0.08476532734774446
4,81,Наезд на препятствие,1,0,1,0,0,0.08252688513551851
4,82,Наезд на велосипедиста,2,0,2,0,1,0.02544170706797265
4,82,Наезд на пешехода,9,0,9,0,3,0.03201831614976385
4,82,Наезд на стоящее ТС,1,0,1,0,0,0.016409027559067146
4,82,Падение пассажира,2,0,2,0,0,0.039778712718753176
4,82,Столкновение,6,0,7,0,2,0.018898000668392655
4,83,Наезд на велосипедиста,3,0,3,0,0,0.06284931476008017
4,83,Наезд на пешехода,11,1,10,0,2,0.04156882272666902
4,83,Наезд на стоящее ТС,4,0,4,0,0,0.14970610836547701
4,83,Падение пассажира,3,0,3,0,0,0.04957127781476652
4,83,Столкновение,10,0,12,0,1,0.05247493714424234
4,84,Наезд на велосипедиста,3,0,4,0,0,0.03905814607033518
4,84,Наезд на пешехода,14,0,14,0,1,0.04341434067067512
4,84,Опрокидывание,2,0,2,0,0,0.06230905468570366
4,84,Падение пассажира,5,0,5,0,0,0.0210656320452782
4,84,Столкновение,21,0,27,0,1,0.029867624149092636
4,85,Наезд на велосипедиста,6,0,6,0,0,0.05374225765262968
4,85,Наезд на пешехода,13,0,13,0,7,0.03944999493539085
4,85,Наезд на препятствие,3,0,3,0,0,0.04949245342206756
4,85,Наезд на стоящее ТС,2,0,2,0,0,0.004731645692676721
4,85,Опрокидывание,2,0,2,0,0,0.06332528758486856
4,85,Падение пассажира,2,0,2,0,0,0.024149376872716087
4,85,Прочее,1,0,1,0,0,0.05687594947981674
4,85,Столкновение,18,0,25,0,3,0.04142232717153877
4,86,Наезд на пешехода,4,0,4,0,0,0.02848533986883676
4,86,Наезд на препятствие,1,0,1,0,0,0.05914735523177326
4,86,Столкновение,4,0,4,0,0,0.019275522663566844
4,87,Наезд на велосипедиста,2,0,2,0,0,0.03661338003728122
4,87,Наезд на пешехода,17,1,16,0,3,0.04034235627994559
4,87,Наезд на препятствие,1,0,1,0,0,0.008218506617844255
4,87,Наезд на стоящее ТС,2,0,3,0,1,0.041281651671426306
4,87,Опрокидывание,2,0,2,0,2,0.03496059111565851
4,87,Падение пассажира,1,0,1,0,0,0.06513861760793382
4,87,Столкновение,19,0,20,0,0,0.02735708542621084
4,88,Наезд на велосипедиста,2,0,2,0,0,0.06446576522696135
4,88,Наезд на пешехода,20,2,18,0,8,0.04674918383109825
4,88,Опрокидывание,2,0,3,0,0,0.02370293067143665
4,88,Падение пассажира,1,0,1,0,0,0.03848732561448702
4,88,Столкновение,10,1,10,0,0,0.03286833410618169
4,89,Наезд на велосипедиста,1,0,1,0,1,0.006838631666529391
4,89,Наезд на пешехода,6,0,6,0,3,0.026269348281226162
4,89,Наезд на препятствие,2,0,2,0,0,0.007016038565996303
4,89,Наезд на стоящее ТС,1,0,1,0,0,0.0047096598651277626
4,89,Падение пассажира,2,0,2,0,0,0.027706080128148125
4,89,Столкновение,6,1,5,0,1,0.02196399106284204
4,90,Наезд на велосипедиста,1,0,1,0,1,0.028935267149099105
4,90,Наезд на пешехода,9,0,9,0,2,0.045071418862669466
4,90,Наезд на препятствие,1,1,1,0,0,0.061809876215072085
4,90,Наезд на стоящее ТС,1,0,1,0,0,0.24935261316626187
4,90,Опрокидывание,2,0,2,0,1,0.03075755265304838
4,90,Столкновение,9,0,10,0,1,0.051543196364344485
4,91,Наезд на велосипедиста,5,0,6,0,3,0.018825711850495603
4,91,Наезд на пешехода,12,0,12,0,4,0.04666767809287698
4,91,Наезд на препятствие,1,0,1,0,0,0.07943090750477766
4,91,Наезд на стоящее ТС,1,0,2,0,0,0.07083431139527464
4,91,Столкновение,22,1,28,0,4,0.03266692551795655
4,92,Наезд на велосипедиста,1,0,1,0,0,0.010882551011125327
4,92,Наезд на пешехода,1,0,1,0,0,0.12315172900275857
4,92,Наезд на препятствие,1,0,1,0,0,0.026594267323343707
4,92,Наезд на стоящее ТС,2,1,2,0,0,0.055847414721738424
4,92,Столкновение,4,0,4,0,0,0.04322651666801541
4,93,Наезд на пешехода,5,0,5,0,3,0.025672488695438873
4,93,Опрокидывание,1,0,1,0,0,0.004546205151317349
4,93,Падение пассажира,2,0,2,0,0,0.04949152470706122
4,93,Столкновение,2,0,2,0,0,0.02845896329195179
4,94,Наезд на велосипедиста,1,0,1,0,0,0.026557138846655285
4,94,Наезд на пешехода,7,0,7,0,3,0.01504285774703754
4,94,Наезд на препятствие,3,1,3,0,0,0.03440167874878658
4,94,Опрокидывание,1,0,1,0,0,0.03742237849011295
4,94,Столкновение,17,0,18,0,2,0.031243390463738644
4,95,Наезд на пешехода,7,1,6,0,0,0.04998230795365952
4,95,Наезд на препятствие,1,0,1,0,0,0.0608085835125829
4,95,Падение пассажира,1,0,2,0,0,0.0358954525433095
4,95,Столкновение,8,0,9,0,0,0.030487679977874965
4,96,Наезд на пешехода,3,0,3,0,0,0.031083640273730548
4,96,Наезд на препятствие,1,0,1,0,0,0.0800809534984844
4,96,Наезд на стоящее ТС,1,0,1,0,0,0.12078275239847439
4,96,Падение пассажира,1,0,1,0,0,0.09623981340385335
4,96,Столкновение,5,0,6,0,1,0.042650284294658294
4,97,Столкновение,1,0,2,0,0,0.05661850770260116
4,98,Наезд на велосипедиста,2,0,2,0,0,0.009995122902032732
4,98,Наезд на пешехода,5,0,5,0,1,0.013906068962095402
4,98,Наезд на препятствие,1,0,1,0,0,0.03282625800933079
4,98,Наезд на стоящее ТС,1,0,1,0,0,0.005436912915242992
4,98,Падение пассажира,3,0,4,0,0,0.03275040322259873
4,98,Столкновение,6,1,8,0,2,0.00962497299197333
4,99,Наезд на пешехода,1,1,0,0,0,0.03717608229878939
4,99,Наезд на препятствие,1,1,1,0,1,0.06056091341102547
4,99,Столкновение,1,0,1,0,1,0.04766658726984845
4,101,Наезд на велосипедиста,1,0,1,0,0,0.004947745727853772
4,101,Наезд на пешехода,5,0,5,0,1,0.02819244918577608
4,101,Наезд на препятствие,1,0,2,0,0,0.03499259633126237
4,101,Падение пассажира,2,0,2,0,0,0.031070050314189482
4,101,Столкновение,7,0,8,0,2,0.028539645496268577
4,102,Наезд на пешехода,7,0,7,0,2,0.02328099471387645
4,102,Столкновение,3,0,3,0,1,0.054035906120183275
4,103,Наезд на пешехода,9,0,9,0,1,0.03515036666262257
4,103,Наезд на препятствие,1,0,2,0,0,0.04156466635880015
4,103,Опрокидывание,1,0,1,0,0,0.03522648590347843
4,103,Прочее,1,0,1,0,0,0.07309413026388328
4,103,Столкновение,9,0,10,0,1,0.023363394826520605
4,104,Наезд на велосипедиста,4,0,4,0,0,0.02590587197486486
4,104,Наезд на пешехода,5,0,6,0,3,0.021794731588103963
4,104,Наезд на препятствие,3,0,3,0,1,0.0124084733535351
4,104,Опрокидывание,1,0,1,0,1,0.015637102533721928
4,104,Столкновение,4,0,6,0,4,0.021509456583145674
4,105,Наезд на пешехода,2,0,2,0,2,0.032960256660999186
4,105,Наезд на препятствие,1,0,1,0,0,0.07065107165553644
4,105,Падение пассажира,1,0,1,0,0,0.0105109331330563
4,105,Столкновение,4,0,6,0,0,0.01796565563709212
4,106,Наезд на велосипедиста,3,0,3,0,0,0.040126780383253124
4,106,Наезд на пешехода,5,0,6,0,1,0.03135627168294236
4,106,Падение пассажира,1,0,1,0,0,0.046884697576852284
4,106,Столкновение,9,0,10,0,2,0.03107375319371703
4,107,Наезд на велосипедиста,1,0,1,0,0,0.041120549424859966
4,107,Наезд на пешехода,3,0,3,0,0,0.007926192330360933
4,107,Наезд на препятствие,1,0,2,0,0,0.004436734740493017
4,107,Наезд на стоящее ТС,1,1,1,0,0,0.002295465692871574
4,107,Опрокидывание,1,0,1,0,0,0.06473479822475989
4,107,Падение пассажира,1,0,1,0,0,0.05083133445699669
4,107,Столкновение,10,0,11,0,1,0.03327421301953668
4,108,Наезд на велосипедиста,1,0,1,0,0,0.03719698380759672
4,108,Наезд на пешехода,5,1,4,0,1,0.029391906890915604
4,108,Наезд на препятствие,1,0,1,0,0,0.0055712663036983886
4,108,Столкновение,8,0,13,0,4,0.03772501493685651
4,109,Наезд на велосипедиста,1,0,1,0,0,0.056043502757618366
4,109,Наезд на пешехода,6,0,6,0,1,0.03269656800265566
4,109,Опрокидывание,1,0,1,0,0,0.007949799840933464
4,109,Столкновение,4,0,5,0,1,0.026187558002102266
4,110,Наезд на велосипедиста,2,0,2,0,0,0.03272311203089606
4,110,Наезд на пешехода,12,0,13,0,2,0.012801840283204705
4,110,Столкновение,6,0,8,0,0,0.03252320564215818
4,111,Наезд на велосипедиста,1,0,1,0,1,0.009107694792940135
4,111,Наезд на пешехода,13,1,13,0,3,0.029707733047136014
4,111,Наезд на препятствие,2,0,2,0,0,0.02251234450765722
4,111,Наезд на стоящее ТС,3,0,4,0,0,0.025083910623661793
4,111,Опрокидывание,4,0,4,0,0,0.02076861860711996
4,111,Падение пассажира,1,0,1,0,0,0.04030534904909167
4,111,Столкновение,13,0,16,0,2,0.029444469499002417
4,113,Наезд на велосипедиста,1,0,1,0,0,0.007216808854264516
4,113,Наезд на пешехода,6,2,4,0,0,0.02115856503374866
4,113,Наезд на препятствие,1,0,1,0,0,0.004058557552757893
4,113,Наезд на стоящее ТС,1,0,1,0,0,0.008840507604859106
4,113,Столкновение,12,0,20,0,0,0.03251614097416604
4,114,Наезд на велосипедиста,2,0,2,0,0,0.10367766250226489
4,114,Наезд на пешехода,7,0,7,0,2,0.028307606790931583
4,114,Наезд на препятствие,3,3,2,0,1,0.04653608910436959
4,114,Наезд на стоящее ТС,3,0,4,0,0,0.06981803936387436
4,114,Падение пассажира,1,0,1,0,0,0.008998224382115803
4,114,Столкновение,18,0,26,0,5,0.05526172819116136
4,115,Наезд на велосипедиста,1,0,1,0,0,0.055512882758838415
4,115,Наезд на пешехода,9,1,8,0,1,0.048605996527959015
4,115,Падение пассажира,1,0,2,0,0,0.009134097359400965
4,115,Столкновение,9,0,11,0,3,0.0369889475037837
4,116,Наезд на пешехода,19,1,19,0,2,0.02841729890059993
4,116,Опрокидывание,1,0,1,0,0,0.004168027963582225
4,116,Падение пассажира,4,0,7,0,1,0.023679505045352843
4,116,Столкновение,12,0,15,0,2,0.01574358832831182
4,117,Наезд на велосипедиста,2,0,2,0,0,0.056058725757454034
4,117,Наезд на пешехода,12,2,14,0,6,0.03554360300896284
4,117,Наезд на препятствие,2,0,2,0,0,0.10900912060195167
4,117,Наезд на стоящее ТС,2,0,2,0,0,0.004164379911074035
4,117,Падение пассажира,3,0,3,0,0,0.03198551003108289
4,117,Столкновение,29,0,33,0,2,0.04228343860174855
4,118,Наезд на велосипедиста,2,0,2,0,0,0.019280344061953
4,118,Наезд на пешехода,3,0,3,0,2,0.031504604747641406
4,118,Наезд на препятствие,3,3,2,0,0,0.02583816255953865
4,118,Наезд на стоящее ТС,1,0,1,0,0,0.0022154791121532023
4,118,Падение пассажира,3,1,2,0,0,0.04024510058458857
4,118,Столкновение,9,0,12,0,0,0.03744245339726324
4,119,Наезд на велосипедиста,2,0,2,0,0,0.06220648855103139
4,119,Наезд на пешехода,4,0,4,0,2,0.05077876161398523
4,119,Наезд на препятствие,1,0,1,0,0,0.013277130244750187
4,119,Падение пассажира,1,0,1,0,0,0.007863692818910431
4,119,Столкновение,13,2,12,0,0,0.04499688346461957
4,120,Наезд на велосипедиста,1,0,1,0,0,0.04471844511392619
4,120,Наезд на пешехода,5,0,5,0,1,0.025004431284337443
4,120,Наезд на препятствие,2,0,3,0,0,0.034887979360796455
4,120,Падение пассажира,1,0,1,0,0,0.009754578757586051
4,120,Столкновение,4,0,7,0,1,0.01804357635029654
4,121,Наезд на препятствие,1,0,1,0,0,0.004436734740493017
4,121,Столкновение,4,1,5,0,0,0.04514636945498186
4,122,Наезд на велосипедиста,1,0,1,0,0,0.009864049168410383
4,122,Наезд на пешехода,9,0,9,0,5,0.03635908442802086
4,122,Падение пассажира,2,0,4,0,0,0.03862781006126343
