dtp_id,type_group,severity,dead_count,injured_count,risk_score,has_speed_violation,has_priority_violation,has_alcohol_violation,has_pedestrian_viol,has_distance_viol,has_maneuver_viol,has_young_driver,has_novice_driver,has_truck,has_bus,has_taxi,has_motorcycle,has_carsharing,is_night_dtp,is_weekend,is_rush_hour,has_traffic_light,has_crosswalk,has_camera,is_intersection
474742827,Столкновение,0,0,1,0.0028482577565581034,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474623427,Столкновение,0,0,1,0.006166864724252411,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474566427,Наезд на пешехода,0,0,1,0.008595164216749615,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474759227,Столкновение,0,0,1,0.003519624410106543,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474763627,Столкновение,0,0,1,0.003817815017123296,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474771027,Столкновение,0,0,1,0.0025500671495413516,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474775227,Столкновение,0,0,1,0.004819130275952093,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474775427,Столкновение,0,0,1,0.0029282443372764754,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474781227,Столкновение,0,0,1,0.0028482577565581034,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474783227,Столкновение,0,0,2,0.004275978785576791,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474794427,Столкновение,0,0,1,0.005953661839157466,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474796227,Наезд на стоящее ТС,0,0,3,0.007625989460935364,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474801827,Наезд на препятствие,0,0,1,0.005193089115963265,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474805427,Наезд на препятствие,0,0,1,0.006327620679168636,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474805627,Столкновение,0,0,1,0.006331839026892589,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет
474811027,Наезд на пешехода,0,0,1,0.009729695779954986,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474831027,Столкновение,0,0,1,0.005873675258439094,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474888627,Столкновение,0,0,1,0.0012995058658455514,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
475326027,Наезд на пешехода,0,0,1,0.002050122304762081,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474382627,Наезд на пешехода,0,0,2,0.007460632653544245,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474408427,Столкновение,0,0,1,0.005197307463687218,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474444627,Наезд на пешехода,0,0,1,0.00897334140448474,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474980827,Столкновение,0,0,1,0.005117320882968846,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474997427,Столкновение,0,0,1,0.0047391436952337225,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475082027,Столкновение,0,0,1,0.005410510348782162,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475099827,Столкновение,0,0,1,0.007679573475192905,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474756427,Наезд на пешехода,0,0,1,0.004813392339398376,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474779027,Наезд на пешехода,0,0,1,0.007082455465809119,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474836427,Столкновение,0,0,1,0.00869807531790785,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет
474873627,Столкновение,0,0,1,0.004275978785576791,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474988427,Наезд на пешехода,0,0,1,0.004813392339398376,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475126627,Столкновение,0,0,1,0.0029282443372764754,Нет,Нет,Нет,Нет,Да,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474462627,Наезд на препятствие,0,0,1,0.0020516418935918467,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474470427,Наезд на стоящее ТС,0,0,1,0.0022154791121532023,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474471627,Наезд на велосипедиста,0,0,1,0.004569568540118648,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474490427,Столкновение,0,0,1,0.003519624410106543,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474492827,Наезд на велосипедиста,0,0,1,0.005325922915588897,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474500027,Наезд на пешехода,0,0,1,0.005569746714868625,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474502627,Столкновение,0,0,1,0.004195992204858419,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475101227,Наезд на пешехода,0,0,1,0.008216987029014492,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474672027,Наезд на велосипедиста,0,0,1,0.008351340417469886,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475931627,Наезд на препятствие,0,0,1,0.007840329430109132,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474631627,Наезд на пешехода,0,0,1,0.0062461145096205,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474920827,Столкновение,0,0,1,0.004654155973311915,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474589627,Столкновение,0,0,1,0.0,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474598027,Наезд на препятствие,0,0,1,0.003106186876078846,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474607027,Наезд на препятствие,0,0,1,0.0035643506445323407,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474610427,Наезд на препятствие,0,0,1,0.004436734740493017,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474625427,Падение пассажира,0,0,1,0.0067291612557050596,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474628827,Наезд на пешехода,0,0,1,0.005867937321885377,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474664427,Наезд на пешехода,0,0,1,0.006704278278073995,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474691027,Наезд на пешехода,0,0,1,0.008216987029014492,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474701827,Столкновение,0,0,1,0.006465055331269163,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474703627,Столкновение,0,0,1,0.0003781771877351238,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474719427,Наезд на стоящее ТС,0,0,1,0.005815090102978117,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474720827,Столкновение,0,0,4,0.00869807531790785,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474722827,Наезд на велосипедиста,0,0,1,0.01126072819886045,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет
474726827,Столкновение,0,0,1,0.004195992204858419,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474748227,Столкновение,0,0,1,0.006251852446174219,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475031227,Столкновение,0,0,1,0.003519624410106543,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475095027,Столкновение,0,0,1,0.0027632700346362955,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475466827,Наезд на пешехода,0,0,1,0.005569746714868625,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474721227,Наезд на пешехода,1,1,0,0.01074819762266993,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474690427,Наезд на пешехода,0,0,1,0.008216987029014492,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474713827,Наезд на велосипедиста,0,0,1,0.010242226356145506,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475192627,Столкновение,0,0,1,0.005788687536517286,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475383427,Наезд на препятствие,0,0,1,0.0024298190813269705,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет
474974827,Столкновение,0,0,1,0.004654155973311915,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475015227,Столкновение,0,0,3,0.005410510348782162,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475027027,Наезд на пешехода,0,0,1,0.00897334140448474,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475106227,Наезд на пешехода,0,0,1,0.005569746714868625,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474850827,Столкновение,0,0,1,0.0028991430119214576,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474852627,Наезд на пешехода,0,0,1,0.0051915695271335,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474860827,Столкновение,0,0,1,0.0031414472223714194,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет
474862427,Наезд на пешехода,0,0,1,0.005947923902603748,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474864027,Наезд на препятствие,0,0,1,0.005193089115963265,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474870427,Наезд на пешехода,0,0,1,0.006624291697355624,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474911227,Наезд на пешехода,0,0,1,0.008595164216749615,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474915627,Наезд на велосипедиста,0,0,1,0.009107694792940135,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474926227,Столкновение,0,0,1,0.007844547777833085,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474927827,Столкновение,0,0,1,0.007679573475192905,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474930827,Столкновение,0,0,1,0.007301396287457783,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474940827,Наезд на стоящее ТС,0,0,1,0.008840507604859106,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474971227,Столкновение,0,0,1,0.00549549807070397,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475129027,Падение пассажира,0,0,1,0.007485515631175308,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474850427,Столкновение,0,0,1,0.0018908859386756198,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474943027,Наезд на пешехода,0,0,1,0.009729695779954986,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474881227,Наезд на пешехода,1,1,0,0.006326101090338872,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474848827,Столкновение,0,0,1,0.0028482577565581034,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474906027,Столкновение,0,0,1,0.005410510348782162,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474906427,Наезд на пешехода,0,0,1,0.008216987029014492,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
474935027,Столкновение,0,0,3,0.00869807531790785,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
475002627,Падение пассажира,0,0,1,0.008998224382115803,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
474941827,Столкновение,0,0,4,0.00016497430264017954,Нет,Нет,Нет,Нет,Да,Нет,Да,Да,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474943627,Съезд с дороги,0,0,1,0.04626362483443198,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
474947227,Наезд на препятствие,0,0,1,0.0028079962690620935,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
475008427,Наезд на пешехода,0,0,2,0.007460632653544245,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475030827,Столкновение,0,0,1,0.007301396287457783,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475031627,Столкновение,0,0,1,0.007301396287457783,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475034227,Наезд на пешехода,0,0,1,0.008595164216749615,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475121227,Столкновение,0,0,1,0.006166864724252411,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475313427,Столкновение,0,0,1,0.007679573475192905,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475317027,Столкновение,0,0,1,0.004275978785576791,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475477227,Столкновение,0,0,1,0.004819130275952093,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
477101427,Наезд на пешехода,0,0,1,0.007082455465809119,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475341827,Наезд на велосипедиста,0,0,1,0.006838631666529391,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475116427,Падение пассажира,0,0,2,0.00862004719438068,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475269227,Столкновение,0,0,1,0.008484872432812906,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет
475354627,Наезд на велосипедиста,0,0,1,0.007594986041999639,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475356027,Наезд на пешехода,0,0,1,0.007082455465809119,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475370227,Наезд на пешехода,0,0,1,0.008216987029014492,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475380227,Наезд на пешехода,0,0,1,0.00897334140448474,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475460827,Наезд на пешехода,0,0,1,0.005569746714868625,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475287827,Столкновение,0,0,3,0.0069232190997226585,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475206427,Столкновение,0,0,1,0.0036845987127467226,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475603227,Падение пассажира,0,0,1,0.007485515631175308,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475301827,Столкновение,0,0,1,0.0023850928469011713,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475110827,Наезд на пешехода,0,0,1,0.007380646072825872,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475368227,Наезд на пешехода,0,0,1,0.008595164216749615,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475472627,Столкновение,0,0,1,0.0025500671495413516,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет
475526827,Столкновение,0,0,2,0.004952346580328667,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475527027,Наезд на пешехода,0,0,1,0.006704278278073995,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475416827,Столкновение,0,0,2,0.0,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
475423027,Столкновение,0,0,2,0.00016497430264017954,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
475427227,Опрокидывание,0,0,1,0.0010265807412108059,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
475483827,Наезд на пешехода,0,0,1,0.005947923902603748,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475517827,Столкновение,0,0,1,0.006251852446174219,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475527427,Падение пассажира,0,0,1,0.007485515631175308,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475528827,Столкновение,0,0,1,0.005575484651422342,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет
475052427,Наезд на препятствие,0,0,1,0.0020516418935918467,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
475054227,Наезд на пешехода,0,0,1,0.002050122304762081,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет
