cell_id,time_bucket,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m
55.73_37.42,2020-01-06 18:00:00,-2.2,-6.4727845,none,0.0,5.0,8.891343,15.84,70.45735,1003.8251,
55.73_37.42,2020-01-09 18:00:00,1.2,-3.0703576,none,0.0,7.0,14.869351,26.64,92.70719,990.74445,
55.73_37.46,2020-01-09 21:00:00,0.7,-4.0854883,none,0.0,7.0,17.518356,30.239998,90.34565,992.74274,
55.73_37.48,2020-01-18 18:00:00,-0.85,-6.010309,none,0.0,2.0,19.346441,33.839996,95.70247,1003.50775,
55.73_37.58,2020-01-13 12:00:00,1.6,-3.3567047,none,0.0,10.0,19.523155,32.039997,89.76074,988.9383,
55.73_37.63,2020-01-23 08:00:00,-3.6,-10.629545,snow,0.1,2.0,27.238941,50.039997,73.222145,986.03845,
55.73_37.67,2020-01-23 18:00:00,-4.7,-11.58024,none,0.0,3.0,24.248611,38.88,60.41764,991.98615,
55.73_37.7,2020-01-17 14:00:00,3.65,-0.30746198,none,0.0,4.0,14.05845,26.64,84.92363,1007.9144,
55.73_37.7,2020-01-23 18:00:00,-5.25,-11.664341,none,0.0,3.0,21.028437,39.239998,62.731606,993.6179,
55.73_37.86,2020-01-09 07:00:00,-0.55,-6.5658073,snow,0.8,6.0,24.192429,43.56,86.33732,992.4538,
55.73_37.86,2020-01-21 07:00:00,1.3,-4.588093,none,0.0,2.0,24.149532,45.0,80.71488,994.17334,
55.74_37.25,2020-01-10 07:00:00,0.05,-4.3335476,none,0.0,8.0,14.118243,26.28,90.296394,994.86,
55.74_37.25,2020-01-16 13:00:00,3.85,-1.6880193,none,0.0,6.0,24.95452,50.399998,84.03817,995.6206,
55.74_37.37,2020-01-14 02:00:00,-1.7,-6.4968805,none,0.0,9.0,15.876775,29.16,94.26775,991.506,
55.74_37.52,2020-01-15 06:00:00,-0.2,-5.662428,none,0.0,9.0,21.710716,37.079998,93.30677,1003.1038,
55.74_37.53,2020-01-13 23:00:00,-0.5,-5.0180473,none,0.0,8.0,14.799459,27.359999,92.268715,994.6567,
55.74_37.58,2020-01-13 11:00:00,1.6,-3.3567047,none,0.0,10.0,19.523155,32.039997,89.76074,988.6935,
55.74_37.6,2020-01-10 17:00:00,0.35,-3.7635198,none,0.0,7.0,12.074766,18.359999,87.068855,996.93713,
55.74_37.62,2020-01-09 16:00:00,1.5,-2.804661,none,0.0,7.0,15.158522,24.84,91.062935,995.2501,
55.74_37.63,2020-01-02 13:00:00,0.95,-4.738782,snow,0.2,5.0,23.313995,38.16,86.17774,992.0209,
55.74_37.64,2020-01-09 09:00:00,-0.55,-6.3630595,snow,0.1,7.0,22.66857,39.6,85.38286,994.00336,
55.74_37.7,2020-01-14 06:00:00,-1.2,-5.679826,none,0.0,10.0,14.021525,22.68,93.25311,998.1298,
55.74_37.76,2020-01-21 17:00:00,3.15,-2.6811693,rain,0.2,2.0,27.021591,49.32,88.6049,982.4319,
55.74_37.84,2020-01-15 14:00:00,0.8,-5.4044366,snow,0.2,9.0,27.248455,49.68,89.69684,1001.1433,
55.74_37.84,2020-01-18 13:00:00,-0.2,-4.4366026,none,0.0,3.0,12.7279215,27.359999,89.28713,1006.5746,
55.74_37.85,2020-01-19 14:00:00,0.75,-3.819845,none,0.0,3.0,14.145756,26.28,77.70718,1005.73895,
55.74_37.85,2020-01-23 19:00:00,-5.55,-11.532242,none,0.0,2.0,18.089775,37.079998,64.43176,991.11597,
55.74_37.86,2020-01-16 20:00:00,3.35,-1.7519579,none,0.0,4.0,21.791153,38.88,86.1181,997.9885,
55.75_37.2,2020-01-17 19:00:00,1.45,-2.437273,none,0.0,3.0,12.620554,23.4,93.393936,1007.1092,
55.75_37.33,2020-01-20 18:00:00,1.8,-3.0653856,none,0.0,2.0,18.844202,41.039997,88.16597,1002.3721,
55.75_37.44,2020-01-10 20:00:00,-0.3,-3.4816923,none,0.0,7.0,5.5887027,16.56,90.60221,999.1825,
55.75_37.51,2020-01-11 10:00:00,-0.75,-4.827904,snow,0.8,7.0,12.0694,20.519999,96.05743,996.08594,
55.75_37.51,2020-01-18 10:00:00,-0.85,-5.2638674,none,0.0,2.0,13.708391,25.199999,91.90784,1009.63885,
55.75_37.55,2020-01-03 05:00:00,1.4,-3.2707381,none,0.0,5.0,17.992796,28.44,93.72924,995.81335,
55.75_37.57,2020-01-15 14:00:00,0.8,-5.9744034,snow,0.1,9.0,31.056128,51.48,89.044716,1003.8652,
55.75_37.58,2020-01-03 18:00:00,-0.2,-5.5452623,none,0.0,5.0,20.3774,32.760002,89.616135,990.93524,
55.75_37.58,2020-01-10 00:00:00,0.65,-4.061632,none,0.0,7.0,16.563911,26.64,87.73891,996.124,
55.75_37.58,2020-01-10 18:00:00,0.25,-4.206665,none,0.0,7.0,14.33234,23.039999,87.05891,997.2773,
55.75_37.63,2020-01-15 11:00:00,0.7,-5.5263853,none,0.0,9.0,27.0,45.719997,87.74362,1002.27545,
55.75_37.69,2020-01-13 08:00:00,1.25,-4.0814943,none,0.0,10.0,21.986542,35.28,91.37623,987.29565,
55.75_37.71,2020-01-21 01:00:00,0.8,-4.905162,none,0.0,2.0,22.7057,40.32,82.44706,1000.9539,
55.75_37.72,2020-01-19 22:00:00,-0.05,-5.1398687,none,0.0,2.0,18.391735,29.519999,87.028984,1007.9859,
55.75_37.78,2020-01-14 09:00:00,-1.7,-6.545989,none,0.0,9.0,15.815435,28.8,91.173225,997.0585,
55.75_37.78,2020-01-15 22:00:00,1.95,-4.3712335,none,0.0,8.0,28.460497,53.28,85.03827,996.9504,
55.75_37.8,2020-01-09 23:00:00,0.65,-3.8083513,none,0.0,8.0,15.124284,27.72,89.68479,992.9604,
55.75_37.82,2020-01-06 19:00:00,-2.2,-6.0335855,none,0.0,6.0,6.151683,10.799999,72.65122,1004.04895,
55.75_37.83,2020-01-07 18:00:00,-0.9,-5.151699,snow,0.1,6.0,11.525623,20.16,84.396255,1004.13464,
55.76_37.24,2020-01-07 22:00:00,-0.4,-4.5726423,none,0.0,6.0,12.10157,22.319998,89.27039,1006.68207,
55.76_37.37,2020-01-06 06:00:00,-2.15,-6.1747713,none,0.0,6.0,9.504273,16.919998,88.78962,1003.50775,
55.76_37.38,2020-01-05 16:00:00,0.1,-4.11322,none,0.0,6.0,10.966713,25.919998,76.451996,992.40375,
55.76_37.41,2020-01-21 18:00:00,2.8,-2.8024662,rain,0.9,2.0,25.922499,50.039997,93.46401,979.13007,
55.76_37.46,2020-01-01 16:00:00,-3.7,-9.191635,none,0.0,5.0,15.484185,32.399998,62.86743,995.0775,
55.76_37.49,2020-01-07 19:00:00,-0.7,-5.050071,snow,0.1,6.0,12.904882,21.599998,88.26104,1008.2005,
55.76_37.54,2020-01-08 01:00:00,-0.3,-4.6337404,none,0.0,6.0,13.441071,22.319998,90.26973,1007.9299,
55.76_37.54,2020-01-08 16:00:00,0.0,-4.606759,none,0.0,7.0,15.408671,24.84,88.97638,1003.71857,
55.76_37.54,2020-01-21 19:00:00,2.75,-2.9747548,rain,1.0,2.0,26.642431,45.36,93.12804,984.5021,
55.76_37.55,2020-01-21 20:00:00,2.65,-3.15314,rain,1.0,2.0,27.238941,45.36,94.12675,982.6396,
55.76_37.6,2020-01-12 15:00:00,0.05,-6.9716573,none,0.0,10.0,29.651413,49.68,72.81005,990.4705,
55.76_37.62,2020-01-10 14:00:00,0.75,-3.2790284,none,0.0,8.0,11.212135,26.28,82.744644,996.36957,
55.76_37.63,2020-01-05 22:00:00,-1.35,-5.826006,none,0.0,6.0,12.313893,19.8,81.5477,998.48334,
55.76_37.65,2020-01-03 14:00:00,1.75,-3.4432132,none,0.0,5.0,20.570463,33.48,85.32566,989.4422,
55.76_37.66,2020-01-08 17:00:00,-0.45,-5.5370107,none,0.0,6.0,18.278645,29.16,88.93767,1000.4476,
55.76_37.69,2020-01-01 21:00:00,-1.75,-6.890938,none,0.0,5.0,15.683776,25.56,74.70261,996.2631,
55.76_37.7,2020-01-11 21:00:00,-3.45,-8.027227,none,0.0,10.0,12.6462,23.4,92.08452,999.5194,
55.76_37.74,2020-01-16 07:00:00,1.9,-3.7336998,none,0.0,6.0,24.651457,44.639996,90.762695,998.6279,
55.76_37.76,2020-01-15 10:00:00,0.85,-5.220544,none,0.0,9.0,26.28,47.519997,89.04896,1002.7687,
55.76_37.78,2020-01-16 12:00:00,2.95,-2.9223537,rain,0.1,6.0,26.959166,48.239998,87.95355,996.5875,
55.76_37.78,2020-01-20 08:00:00,1.85,-3.2981021,none,0.0,2.0,20.519999,37.079998,86.27224,1005.11426,
55.76_37.79,2020-01-19 16:00:00,-0.25,-5.0332937,none,0.0,2.0,14.917212,27.359999,78.71185,1006.47675,
55.76_37.8,2020-01-17 21:00:00,1.9,-1.9891949,none,0.0,2.0,12.964998,24.119999,92.41393,1005.2008,
55.76_37.82,2020-01-19 18:00:00,-0.35,-5.0515614,none,0.0,2.0,14.654254,26.64,81.382,1005.75934,
55.77_37.47,2020-01-15 18:00:00,2.1,-4.7277946,none,0.0,8.0,32.090523,55.079998,85.05521,1000.2925,
55.77_37.55,2020-01-12 15:00:00,-0.5,-7.727978,none,0.0,10.0,30.827856,48.96,74.08759,992.2558,
55.77_37.61,2020-01-06 11:00:00,-1.0,-4.8351946,none,0.0,6.0,6.8777895,14.4,71.78636,1005.6223,
55.77_37.61,2020-01-13 12:00:00,1.6,-3.3567047,none,0.0,10.0,19.523155,32.039997,89.76074,986.613,
55.77_37.61,2020-01-16 14:00:00,3.8,-2.2790942,none,0.0,6.0,28.66468,47.88,84.33404,995.0056,
55.77_37.61,2020-01-18 00:00:00,1.7,-2.3285112,none,0.0,3.0,13.698934,21.96,92.401985,1006.07605,
55.77_37.62,2020-01-04 21:00:00,0.3,-4.5064373,none,0.0,6.0,16.87398,29.16,87.70574,980.7515,
55.77_37.63,2020-01-09 06:00:00,-0.7,-6.9179254,snow,0.8,8.0,25.488914,42.48,86.64215,990.0442,
55.77_37.65,2020-01-06 15:00:00,-0.6,-4.2284656,none,0.0,6.0,5.2416787,14.04,68.14931,1005.9853,
55.77_37.73,2020-01-18 13:00:00,-0.2,-4.462409,none,0.0,2.0,12.904882,27.359999,89.28713,1005.0969,
55.77_37.74,2020-01-04 18:00:00,-0.2,-5.357294,none,0.0,6.0,18.440998,36.36,85.106606,977.8126,
55.77_37.83,2020-01-19 17:00:00,-0.45,-4.960993,none,0.0,2.0,13.049689,23.759998,79.865135,1007.35675,
55.77_37.84,2020-01-01 10:00:00,-1.15,-7.7867546,none,0.0,5.0,27.416782,50.76,82.49649,986.1467,
55.78_37.5,2020-01-04 15:00:00,-0.95,-6.5366154,snow,0.3,5.0,20.808498,37.44,85.656044,980.0833,
55.78_37.5,2020-01-23 09:00:00,-4.3,-10.894629,none,0.0,2.0,23.469128,45.0,69.745255,985.56903,
55.78_37.51,2020-01-13 18:00:00,0.95,-3.813853,none,0.0,9.0,17.727943,28.8,91.02437,993.2917,
55.78_37.58,2020-01-23 02:00:00,-2.3,-7.93356,rain,0.1,2.0,18.668005,38.88,74.60219,979.7174,
55.78_37.69,2020-01-21 19:00:00,2.6,-2.979477,rain,1.1,2.0,25.764534,48.6,94.799416,982.0529,
55.78_37.7,2020-01-09 19:00:00,0.95,-3.453547,none,0.0,8.0,15.517629,27.72,92.69278,994.94196,
55.78_37.71,2020-01-23 11:00:00,-3.85,-10.68998,none,0.0,2.0,24.675106,51.12,63.078365,988.25867,
55.78_37.72,2020-01-10 14:00:00,0.1,-4.687205,none,0.0,8.0,15.328561,29.88,79.35469,996.54834,
55.78_37.72,2020-01-12 17:00:00,0.05,-6.6848726,none,0.0,10.0,28.174458,51.839996,76.15837,992.2538,
55.78_37.73,2020-01-14 19:00:00,0.45,-3.621891,none,0.0,9.0,12.57426,26.64,91.65572,1002.338,
55.79_37.28,2020-01-14 08:00:00,-1.4,-5.580616,none,0.0,9.0,11.923557,23.4,94.28158,993.6271,
55.79_37.37,2020-01-01 03:00:00,0.7,-3.6101644,rain,0.1,5.0,15.141414,32.039997,96.10332,977.6943,
55.79_37.5,2020-01-21 19:00:00,2.6,-2.8824947,rain,1.0,2.0,25.099514,45.36,94.799416,980.21326,
55.79_37.51,2020-01-13 20:00:00,0.4,-4.261505,none,0.0,9.0,16.516901,27.0,91.31845,993.2697,
55.79_37.51,2020-01-22 18:00:00,-1.1,-6.515074,none,0.0,2.0,18.35647,29.519999,77.11371,975.63544,
55.79_37.54,2020-01-11 21:00:00,-2.95,-7.7247353,none,0.0,10.0,14.440443,23.759998,92.4622,998.1272,
55.79_37.57,2020-01-09 18:00:00,0.8,-3.5412858,none,0.0,8.0,14.830076,24.119999,92.01276,991.3539,
55.79_37.58,2020-01-04 04:00:00,-2.3,-7.7972355,none,0.0,5.0,19.64228,32.399998,90.11523,983.79974,
55.79_37.58,2020-01-19 16:00:00,-0.4,-5.051481,none,0.0,3.0,14.182355,27.359999,80.77108,1006.38306,
55.79_37.59,2020-01-05 12:00:00,0.75,-4.4769344,none,0.0,6.0,18.388212,29.519999,75.99538,988.9018,
55.79_37.62,2020-01-09 15:00:00,1.9,-2.6618848,none,0.0,8.0,16.65754,30.239998,86.90594,990.4823,
55.79_37.63,2020-01-10 07:00:00,0.15,-4.0356565,none,0.0,8.0,13.1041975,21.96,91.971664,995.26483,
55.79_37.63,2020-01-11 17:00:00,-2.05,-6.095591,none,0.0,10.0,10.239453,16.919998,92.86111,995.95465,
55.79_37.68,2020-01-17 04:00:00,2.0,-2.0811062,none,0.0,4.0,13.679999,28.08,88.18415,1002.19904,
55.79_37.69,2020-01-16 08:00:00,1.85,-3.7023175,none,0.0,6.0,24.20314,44.639996,91.74703,998.6755,
55.79_37.69,2020-01-22 18:00:00,-1.2,-6.731184,none,0.0,2.0,18.844202,33.48,75.37034,977.7808,
55.79_37.7,2020-01-16 19:00:00,3.2,-1.9803803,none,0.0,4.0,22.101183,40.32,85.79345,999.0861,
55.79_37.71,2020-01-09 11:00:00,0.65,-4.187381,snow,0.1,8.0,17.377226,32.399998,87.41825,991.5522,
55.79_37.71,2020-01-14 16:00:00,0.5,-3.5437906,none,0.0,9.0,12.181625,25.199999,90.00109,1002.0356,
55.79_37.71,2020-01-15 20:00:00,2.25,-4.29337,none,0.0,8.0,30.192822,55.079998,84.45716,999.9094,
55.79_37.72,2020-01-16 16:00:00,2.9,-2.344265,none,0.0,5.0,22.314194,41.760002,86.38131,999.09357,
55.79_37.72,2020-01-21 16:00:00,3.1,-2.7620134,none,0.0,2.0,27.059933,49.32,87.96737,984.64465,
55.79_37.75,2020-01-18 14:00:00,0.1,-4.1895924,none,0.0,2.0,13.044722,26.28,87.04396,1007.4301,
55.79_37.77,2020-01-16 08:00:00,2.05,-3.714445,none,0.0,6.0,25.603062,45.36,90.12107,998.7109,
55.79_37.79,2020-01-21 13:00:00,3.3,-2.2996237,none,0.0,3.0,24.863468,44.639996,84.57919,985.5383,
55.7_37.39,2020-01-19 18:00:00,-0.45,-5.1653247,none,0.0,3.0,15.141414,27.72,84.76337,1006.5198,
55.7_37.4,2020-01-05 14:00:00,1.05,-3.251833,none,0.0,6.0,11.659777,30.960001,71.920395,994.2326,
55.7_37.42,2020-01-20 07:00:00,1.5,-3.470395,none,0.0,3.0,19.09358,36.0,87.1825,1005.09955,
55.7_37.46,2020-01-15 16:00:00,1.45,-5.2395697,none,0.0,8.0,31.037344,53.28,88.45491,997.7687,
55.7_37.5,2020-01-21 08:00:00,1.1,-4.915088,snow,0.6,3.0,25.849905,44.639996,87.14314,987.6776,
55.7_37.52,2020-01-17 23:00:00,1.75,-2.141417,none,0.0,2.0,12.979984,21.96,93.40959,1002.03204,
55.7_37.53,2020-01-15 22:00:00,1.75,-4.863791,rain,0.1,8.0,30.466295,54.0,86.26179,992.7501,
55.7_37.55,2020-01-01 12:00:00,-2.15,-8.518676,none,0.0,4.0,22.127556,47.519997,61.071125,985.62897,
55.7_37.62,2020-01-08 10:00:00,0.0,-4.6256833,snow,0.1,6.0,15.778516,25.199999,90.62434,1005.811,
55.7_37.62,2020-01-15 23:00:00,1.8,-4.6632338,rain,0.1,8.0,29.853966,54.36,88.48603,1001.6409,
55.7_37.62,2020-01-21 13:00:00,3.25,-2.90728,none,0.0,3.0,28.8,51.839996,85.491,988.4429,
55.7_37.62,2020-01-23 09:00:00,-4.2,-10.997532,none,0.0,2.0,25.006397,48.6,70.58847,985.3532,
55.7_37.65,2020-01-23 16:00:00,-4.5,-11.801761,none,0.0,2.0,26.368616,47.16,52.1317,991.8104,
55.7_37.67,2020-01-14 17:00:00,0.15,-3.8702579,none,0.0,10.0,12.0694,19.44,92.64634,1004.5233,
55.7_37.74,2020-01-13 21:00:00,0.45,-4.3356266,none,0.0,10.0,17.418196,28.8,91.32186,995.0049,
55.7_37.74,2020-01-14 23:00:00,-0.75,-4.858448,none,0.0,10.0,11.384198,19.08,89.57135,1005.0602,
55.7_37.74,2020-01-23 20:00:00,-5.6,-11.692272,none,0.0,3.0,18.844202,33.839996,64.676956,993.3281,
55.7_37.75,2020-01-07 19:00:00,-0.7,-4.976122,snow,0.1,6.0,12.397806,19.44,88.26104,1006.9411,
55.7_37.75,2020-01-14 21:00:00,-0.25,-3.9725182,none,0.0,9.0,9.779817,19.8,93.64633,1005.03296,
55.7_37.75,2020-01-19 11:00:00,-0.1,-5.18057,none,0.0,4.0,17.339897,29.88,80.51402,1007.96277,
55.7_37.76,2020-01-17 16:00:00,3.55,-0.42221355,none,0.0,3.0,14.044615,24.84,84.91231,1007.5575,
55.7_37.77,2020-01-14 18:00:00,0.25,-3.9216387,none,0.0,9.0,13.207634,22.68,92.65217,1002.619,
55.7_37.77,2020-01-21 07:00:00,1.2,-4.811185,none,0.0,2.0,24.993439,45.0,81.296326,993.9929,
55.7_37.78,2020-01-07 01:00:00,-3.65,-8.292158,none,0.0,5.0,10.587918,19.08,70.97757,1005.7173,
55.7_37.78,2020-01-19 16:00:00,-0.35,-4.96315,none,0.0,3.0,13.708391,23.759998,78.9907,1008.29974,
55.7_37.81,2020-01-03 01:00:00,1.45,-2.656963,none,0.0,5.0,13.910169,24.84,92.05353,995.34357,
55.7_37.81,2020-01-07 00:00:00,-3.65,-8.292158,none,0.0,5.0,10.587918,19.08,70.97757,1007.2431,
55.7_37.81,2020-01-22 07:00:00,0.15,-5.883636,none,0.0,2.0,22.79684,40.68,71.74317,981.67395,
55.7_37.83,2020-01-13 08:00:00,1.3,-3.8140357,none,0.0,10.0,20.5484,36.36,91.37961,987.9359,
55.7_37.93,2020-01-23 19:00:00,-5.1,-11.473141,none,0.0,2.0,20.746122,39.96,62.023235,994.5957,
55.81_37.39,2020-01-01 17:00:00,-4.6,-9.53581,none,0.0,5.0,12.661564,25.199999,76.81632,992.46075,
55.81_37.4,2020-01-10 20:00:00,-0.3,-3.4816923,none,0.0,7.0,5.5887027,16.56,90.60221,995.3248,
55.81_37.47,2020-01-17 17:00:00,2.35,-1.3388693,none,0.0,3.0,11.928989,23.4,91.450165,1004.15063,
55.81_37.48,2020-01-06 19:00:00,-2.2,-6.507893,none,0.0,6.0,9.19939,15.4800005,71.00022,1004.862,
55.81_37.48,2020-01-21 08:00:00,1.1,-4.613841,snow,0.3,3.0,23.584808,41.039997,85.87908,989.7101,
55.81_37.49,2020-01-21 17:00:00,3.15,-2.5564177,rain,0.4,2.0,26.282465,46.079998,89.241875,981.5851,
55.81_37.51,2020-01-05 01:00:00,0.95,-3.7996736,none,0.0,6.0,17.072504,28.44,87.44726,980.16785,
55.81_37.57,2020-01-11 19:00:00,-2.2,-6.4512253,none,0.0,10.0,11.5199995,19.44,92.85252,995.6452,
55.81_37.57,2020-01-21 07:00:00,1.1,-4.8446136,snow,0.2,3.0,25.068514,41.039997,85.25317,990.5201,
55.81_37.58,2020-01-10 12:00:00,0.15,-4.7186794,none,0.0,8.0,15.84409,25.919998,78.77422,993.9951,
55.81_37.58,2020-01-12 19:00:00,-0.55,-6.8612537,none,0.0,10.0,25.952478,43.199997,84.43776,988.4629,
55.81_37.58,2020-01-15 20:00:00,2.0,-4.5759745,none,0.0,8.0,30.25928,50.399998,85.043915,996.3633,
55.81_37.64,2020-01-01 01:00:00,0.45,-3.9979844,snow,0.2,5.0,15.716793,28.44,95.400246,974.74963,
55.81_37.66,2020-01-18 16:00:00,0.2,-4.184351,none,0.0,2.0,15.124284,28.44,96.08758,1006.35645,
55.81_37.77,2020-01-21 07:00:00,1.2,-4.7258873,none,0.0,2.0,24.503809,46.079998,81.89592,991.8762,
55.81_37.78,2020-01-02 17:00:00,1.0,-3.7256472,snow,0.1,6.0,17.414476,33.12,90.368256,989.11896,
55.81_37.82,2020-01-21 20:00:00,2.65,-2.5923011,rain,0.6,2.0,23.452555,46.8,94.463585,979.31165,
55.81_37.84,2020-01-21 08:00:00,1.05,-4.536703,snow,0.3,2.0,22.61419,43.92,85.56012,990.00183,
55.82_37.45,2020-01-17 12:00:00,3.65,-0.49616313,none,0.0,3.0,15.5843,26.64,86.149536,1005.83875,
55.82_37.46,2020-01-03 15:00:00,1.7,-3.3556988,none,0.0,5.0,19.576189,33.48,85.32011,992.3351,
55.82_37.52,2020-01-09 18:00:00,1.05,-3.0734797,none,0.0,8.0,13.75558,24.48,93.03522,990.635,
55.82_37.53,2020-01-04 15:00:00,-0.8,-6.557515,snow,0.3,5.0,21.980644,33.12,84.72267,978.1363,
55.82_37.53,2020-01-22 11:00:00,0.6,-5.2480063,none,0.0,2.0,22.346113,37.44,74.84597,975.65125,
55.82_37.57,2020-01-19 15:00:00,-0.25,-5.2758403,none,0.0,3.0,16.62249,27.359999,79.00614,1004.5963,
55.82_37.58,2020-01-16 07:00:00,1.8,-3.821704,none,0.0,7.0,24.514387,40.32,91.08388,996.3986,
55.82_37.64,2020-01-01 19:00:00,-2.9,-7.931358,none,0.0,5.0,14.05845,28.08,73.92219,994.32825,
55.82_37.65,2020-01-08 10:00:00,0.0,-4.349216,snow,0.1,7.0,13.979872,25.919998,91.29106,1002.63745,
55.82_37.72,2020-01-21 08:00:00,1.1,-4.7380495,snow,0.2,2.0,24.288662,44.28,84.941734,993.2535,
55.82_37.82,2020-01-02 20:00:00,1.25,-3.1056247,none,0.0,6.0,15.137133,31.319998,90.38703,990.1657,
55.83_37.35,2020-01-19 14:00:00,0.55,-4.2556305,none,0.0,2.0,15.629971,29.519999,77.963715,1004.84937,
55.83_37.35,2020-01-21 19:00:00,2.8,-2.8024662,rain,0.9,2.0,25.922499,50.039997,93.46401,979.85474,
55.83_37.45,2020-01-21 18:00:00,2.75,-2.7474887,rain,1.0,2.0,25.20257,46.44,93.79588,981.9768,
55.83_37.5,2020-01-16 09:00:00,2.15,-3.4660907,none,0.0,7.0,24.696104,42.839996,90.12874,996.918,
55.83_37.53,2020-01-09 17:00:00,1.15,-3.068266,none,0.0,8.0,14.512064,24.48,93.04072,991.6264,
55.83_37.53,2020-01-19 22:00:00,-0.15,-5.128283,none,0.0,3.0,17.673029,28.8,87.98647,1006.22144,
55.83_37.57,2020-01-04 04:00:00,-2.3,-7.7972355,none,0.0,5.0,19.64228,32.399998,90.11523,983.30566,
55.83_37.65,2020-01-11 06:00:00,-0.9,-4.318148,none,0.0,8.0,7.208994,12.24,94.65188,995.801,
55.83_37.73,2020-01-16 08:00:00,2.05,-3.714445,none,0.0,6.0,25.603062,45.36,90.12107,995.99756,
55.83_37.81,2020-01-04 18:00:00,-0.75,-6.0182714,snow,0.1,6.0,18.844202,38.519997,85.996635,977.84564,
55.83_37.82,2020-01-02 09:00:00,-0.3,-5.458069,snow,0.4,5.0,18.720001,36.36,87.6486,987.89386,
55.83_37.83,2020-01-03 04:00:00,1.3,-3.194125,none,0.0,5.0,16.78156,31.68,94.40388,991.32214,
55.84_37.38,2020-01-13 15:00:00,1.85,-3.0000846,none,0.0,9.0,18.899143,36.0,88.81144,987.29425,
55.84_37.39,2020-01-09 17:00:00,1.2,-3.0703576,none,0.0,7.0,14.869351,26.64,92.70719,995.0559,
55.84_37.5,2020-01-18 16:00:00,0.65,-3.4793344,none,0.0,3.0,13.324863,23.759998,92.67542,1004.279,
55.84_37.57,2020-01-20 10:00:00,1.95,-3.4149187,none,0.0,3.0,22.3229,36.36,87.543236,1004.69574,
55.85_37.4,2020-01-21 08:00:00,1.1,-4.613841,snow,0.3,2.0,23.584808,41.039997,85.87908,989.2193,
55.85_37.41,2020-01-21 17:00:00,3.15,-2.5564177,rain,0.4,2.0,26.282465,46.079998,89.241875,980.13574,
55.85_37.42,2020-01-16 11:00:00,3.05,-2.8786244,none,0.0,6.0,27.459293,47.519997,87.96277,993.7259,
55.85_37.43,2020-01-03 19:00:00,-0.35,-5.6747017,none,0.0,5.0,20.188908,35.28,90.26591,986.1667,
55.85_37.43,2020-01-18 23:00:00,-0.9,-5.7561893,none,0.0,2.0,16.375053,32.760002,89.55908,1000.93994,
55.85_37.44,2020-01-14 23:00:00,-0.6,-4.7250376,none,0.0,9.0,11.681987,20.16,89.91464,1001.6167,
55.85_37.44,2020-01-17 08:00:00,0.8,-3.4021833,none,0.0,3.0,13.979871,26.28,92.68411,1000.61566,
55.85_37.45,2020-01-02 18:00:00,1.3,-3.3102043,none,0.0,6.0,16.93531,29.88,90.39078,988.3553,
55.85_37.49,2020-01-17 16:00:00,3.55,-0.31724977,none,0.0,3.0,13.324863,24.48,84.91231,1004.6128,
55.85_37.56,2020-01-15 20:00:00,2.2,-4.082092,none,0.0,8.0,28.348713,51.12,84.45132,998.6991,
55.85_37.65,2020-01-04 01:00:00,-1.45,-6.9314175,none,0.0,5.0,19.914215,36.0,87.537994,987.9288,
55.85_37.67,2020-01-12 01:00:00,-3.9,-7.262682,none,0.0,10.0,3.8939953,15.4800005,91.36227,1001.6187,
55.85_37.68,2020-01-01 22:00:00,-1.75,-6.693304,none,0.0,5.0,14.512064,28.08,76.13423,994.3193,
55.85_37.68,2020-01-11 14:00:00,-0.45,-4.1666903,snow,0.3,10.0,9.021574,20.519999,89.92649,995.0786,
55.86_37.37,2020-01-18 21:00:00,-1.1,-6.2477727,none,0.0,3.0,18.374111,35.28,90.8784,1004.4354,
55.86_37.42,2020-01-03 23:00:00,-1.3,-6.6851377,none,0.0,5.0,19.513195,33.839996,88.5345,985.3409,
55.86_37.43,2020-01-06 19:00:00,-2.75,-7.040484,none,0.0,6.0,8.714677,15.119999,70.88779,1003.2353,
55.86_37.44,2020-01-14 19:00:00,0.1,-3.6461234,none,0.0,9.0,10.239453,23.039999,93.32274,998.45197,
55.86_37.54,2020-01-13 20:00:00,0.6,-3.900934,none,0.0,9.0,15.617529,30.239998,91.3321,991.0199,
55.86_37.56,2020-01-01 06:00:00,-0.05,-6.223693,none,0.0,5.0,26.200977,47.16,89.6283,982.2057,
55.86_37.56,2020-01-07 12:00:00,-1.15,-5.7289753,none,0.0,6.0,12.979984,23.4,80.060425,1004.09796,
55.86_37.56,2020-01-10 14:00:00,0.1,-4.555938,none,0.0,8.0,14.471821,27.359999,79.65027,994.7137,
55.86_37.61,2020-01-11 19:00:00,-2.4,-6.7934303,none,0.0,10.0,12.324414,24.48,92.84105,998.6375,
55.87_37.41,2020-01-02 22:00:00,1.4,-2.9171255,none,0.0,6.0,15.137133,25.919998,91.05594,989.9537,
55.87_37.45,2020-01-01 08:00:00,-0.25,-6.4563727,none,0.0,5.0,25.862436,46.44,87.00897,981.40875,
55.87_37.55,2020-01-13 19:00:00,0.6,-3.900934,none,0.0,9.0,15.617529,30.239998,91.3321,990.281,
55.87_37.56,2020-01-03 18:00:00,-0.45,-5.806938,none,0.0,5.0,20.26899,35.28,89.92649,987.5635,
