dtp_id,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m,sunrise_ts,sunset_ts,daylight_minutes,is_twilight,is_dark,is_daylight,day_of_week,is_weekend,is_holiday,holiday_name,season,ice_risk,low_visibility_flag,bad_weather_flag,dark_without_lights_flag
414618227,0.65,-3.8629947,none,0.0,6.0,15.349684,29.88,88.707115,977.936,,2020-01-05 08:58:36.137498,2020-01-05 16:12:47.756196,434.1936449666666,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,1,1
414622027,0.95,-3.7996736,none,0.0,6.0,17.072504,28.44,87.44726,980.16785,,2020-01-05 08:59:04.884680,2020-01-05 16:11:20.967346,432.26804443333333,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,1,1
414624227,0.2,-4.7869062,none,0.0,6.0,17.873556,34.56,86.73432,979.68396,,2020-01-05 08:57:45.311228,2020-01-05 16:10:03.094774,432.2963924333333,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,1,1
414625427,0.35,-4.961897,none,0.0,6.0,19.592731,37.44,82.38785,984.17145,,2020-01-05 08:59:14.116152,2020-01-05 16:10:28.522076,431.2400987333333,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,1,1
414625827,-0.1,-4.6063447,none,0.0,5.0,13.797913,24.84,83.24907,983.9898,,2020-01-05 08:57:00.016512,2020-01-05 16:12:12.784967,435.21280758333336,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,0,1
414653027,0.25,-4.4152784,none,0.0,5.0,14.277983,26.28,77.049835,986.4815,,2020-01-05 08:58:38.786922,2020-01-05 16:12:57.682213,434.3149215166667,0,0,1,6,1,1,Новогодние каникулы,winter,1,0,0,0
414680627,0.1,-4.11322,none,0.0,6.0,10.966713,25.919998,76.451996,992.40375,,2020-01-05 08:59:20.508627,2020-01-05 16:12:08.099405,432.79317963333335,0,0,1,6,1,1,Новогодние каникулы,winter,1,0,0,0
414700627,-1.35,-5.826006,none,0.0,6.0,12.313893,19.8,81.5477,998.48334,,2020-01-05 08:58:16.826306,2020-01-05 16:11:10.069564,432.88738763333333,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,0,1
414701827,-1.55,-5.9460936,none,0.0,6.0,11.4862,23.759998,80.605576,1000.6206,,2020-01-05 08:58:38.568321,2020-01-05 16:10:00.094734,431.35877354999997,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,0,1
414703027,-1.75,-6.231975,none,0.0,5.0,12.074766,23.4,81.79946,995.3793,,2020-01-05 08:58:26.626647,2020-01-05 16:13:09.873312,434.72077774999997,0,1,0,6,1,1,Новогодние каникулы,winter,1,0,0,1
415557427,0.7,-4.107145,none,0.0,6.0,15.596767,29.16,76.83868,990.59717,,2020-01-05 08:58:42.354053,2020-01-05 16:10:02.872356,431.3419717166667,0,0,1,6,1,1,Новогодние каникулы,winter,1,0,1,0
414488627,1.85,-2.75461,none,0.0,5.0,17.377226,33.12,89.78059,989.7672,,2020-01-03 08:59:22.324770,2020-01-03 16:10:01.412823,430.65146755,0,0,1,4,0,1,Новогодние каникулы,winter,1,0,1,0
414515627,1.75,-3.4432132,none,0.0,5.0,20.570463,33.48,85.32566,989.4422,,2020-01-03 08:59:03.024755,2020-01-03 16:08:25.415958,429.3731867166667,0,0,1,4,0,1,Новогодние каникулы,winter,1,0,1,0
